r_fighter,b_fighter,date,referee,winner,r_record,r_losses,r_draws,r_wins,r_winsbydecisionmajority,r_winsbydecisionmajority,r_winsbydecisionunanimous,r_winsbydecisionunanimous,r_winsbydecisionsplit,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,b_record,b_losses,b_draws,b_wins,b_winsbydecisionmajority,b_winsbydecisionmajority,b_winsbydecisionunanimous,b_winsbydecisionunanimous,b_winsbydecisionsplit,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds)
Damir Hadzovic,Polo Reyes,2019-02-23,Leon Roberts,Red,2-2-0,2,0,2,0,0,0,0,1,1,0,0,4-1-0,1,0,4,0,0,0,0,1,3,0,0,0.62,92.88,43.62,0.12,0.0,0.25,18.25,1.19,71.38,28.31,0.0,0.0,0.0,24.5
Damir Ismagulov,Joel Alvarez,2019-02-23,Jakub Muller,Red,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.0,34.0,11.0,5.0,0.0,586.0,,,,,,,
Daniel Teymur,Chris Fishgold,2019-02-23,Herb Dean,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,115.5,53.0,2.0,0.0,0.0,121.0,0.0,75.0,20.0,2.0,1.0,0.0,34.0
Dwight Grant,Carlo Pedersoli,2019-02-23,Marc Goddard,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.0,84.0,25.0,1.0,1.0,0.0,20.0,0.0,91.5,34.5,2.0,1.5,0.0,43.0
Gian Villante,Michal Oleksiejczuk,2019-02-23,Marc Goddard,Blue,7-7-0,7,0,7,0,0,0,0,3,4,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.02,187.6,69.85,0.55,0.0,0.0,4.32,0.0,130.0,76.0,3.0,2.0,0.0,0.0
Jan Blachowicz,Thiago Santos,2019-02-23,Herb Dean,Blue,6-4-0,4,0,6,0,0,3,3,0,1,2,0,12-5-0,5,0,12,0,0,2,2,0,10,0,0,0.41,81.48,40.61,2.81,1.38,0.57,227.16,1.08,100.98,58.36,2.66,1.13,0.12,147.98
John Dodson,Petr Yan,2019-02-23,Neil Hall,Blue,9-5-0,5,0,9,0,0,3,3,1,4,0,1,3-0-0,0,0,3,0,0,1,1,0,2,0,0,0.15,131.97,51.98,1.29,0.27,0.0,6.88,0.5,127.0,69.25,2.25,1.5,0.5,112.75
Liz Carmouche,Lucie Pudilova,2019-02-23,Herb Dean,Red,4-4-0,4,0,4,0,0,2,2,1,1,0,0,2-2-0,2,0,2,0,0,2,2,0,0,0,0,0.0,71.96,46.16,4.63,3.32,0.02,338.25,0.5,244.62,90.25,0.25,0.0,0.25,128.12
Magomed Ankalaev,Klidson Abreu,2019-02-23,Leon Roberts,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.5,35.5,0.0,0.0,0.0,202.0,,,,,,,
Michel Prazeres,Ismail Naurdiev,2019-02-23,Marc Goddard,Blue,10-2-0,2,0,10,0,0,4,4,3,0,3,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.5,47.3,25.0,4.53,2.09,0.98,134.57,,,,,,,
Rustam Khabilov,Diego Ferreira,2019-02-23,Neil Hall,Blue,9-2-0,2,0,9,0,0,6,6,1,1,0,1,5-2-0,2,0,5,0,0,1,1,0,3,1,0,0.0,84.64,26.12,8.52,3.19,0.0,217.14,0.27,92.41,44.78,2.8,1.02,0.55,144.52
Stefan Struve,Marcos Rogerio de Lima,2019-02-23,Leon Roberts,Red,12-9-0,9,0,12,1,1,1,1,0,5,5,0,5-3-0,3,0,5,0,0,1,1,0,3,1,0,0.03,82.12,31.46,1.02,0.14,0.07,33.17,0.05,45.93,21.05,2.5,1.5,0.06,260.54
Veronica Macedo,Gillian Robertson,2019-02-23,Jakub Muller,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,2-1-0,1,0,2,0,0,0,0,0,0,2,0,0.0,57.0,23.5,0.5,0.5,0.5,106.0,0.0,23.0,10.25,2.75,1.25,0.5,161.25
Cody Garbrandt,Pedro Munhoz,2019-03-02,Marc Goddard,Blue,6-2-0,2,0,6,0,0,2,2,0,4,0,0,7-4-0,4,0,7,0,0,2,2,0,2,3,0,0.63,65.23,23.96,1.57,0.16,0.0,7.09,1.25,121.76,59.52,1.61,0.23,0.37,81.57
Cody Stamann,Alejandro Perez,2019-03-02,Chris Tognoni,Red,3-1-0,1,0,3,0,0,1,1,2,0,0,0,7-2-0,2,0,7,0,0,3,3,1,3,0,0,0.0,104.0,49.75,3.88,3.0,0.0,150.38,0.0,160.43,47.73,2.11,0.1,0.0,27.32
Diego Sanchez,Mickey Gall,2019-03-02,Marc Goddard,Red,17-11-0,11,0,17,0,0,9,9,3,5,0,0,4-1-0,1,0,4,0,0,0,0,0,0,4,0,0.0,54.39,30.82,2.98,1.54,0.01,491.32,0.19,9.5,4.25,1.31,0.81,1.56,100.94
Edmen Shahbazyan,Charles Byrd,2019-03-02,Mark Smith,Red,1-0-0,0,0,1,0,0,0,0,1,0,0,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.0,37.0,22.0,21.0,8.0,0.0,597.0,0.0,38.5,24.5,2.0,0.5,0.5,167.0
Gina Mazany,Macy Chiasson,2019-03-02,Chris Tognoni,Blue,1-2-0,2,0,1,0,0,1,1,0,0,0,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.0,61.25,28.5,2.75,2.25,0.0,213.5,1.0,50.0,24.0,6.0,0.0,2.0,331.0
Jeremy Stephens,Zabit Magomedsharipov,2019-03-02,Mark Smith,Blue,15-14-0,14,0,15,0,0,6,6,1,7,0,1,4-0-0,0,0,4,0,0,1,1,0,0,3,0,0.71,87.08,31.17,0.09,0.0,0.02,10.85,0.0,97.62,53.12,8.5,5.75,0.88,281.5
Jon Jones,Anthony Smith,2019-03-02,Herb Dean,Red,17-2-0,2,0,17,0,0,7,7,0,5,5,0,7-3-0,3,0,7,0,0,1,1,0,5,1,0,0.26,134.97,79.22,4.61,1.2,0.07,119.98,0.43,75.09,41.11,1.87,0.57,1.01,50.02
Misha Cirkunov,Johnny Walker,2019-03-02,Herb Dean,Blue,5-2-0,2,0,5,0,0,0,0,0,1,4,0,2-0-0,0,0,2,0,0,0,0,0,2,0,0,0.0,27.62,14.62,0.94,0.75,1.11,31.77,1.0,9.5,8.5,0.0,0.0,0.0,4.0
Polyana Viana,Hannah Cifers,2019-03-02,Mark Smith,Blue,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,73.5,29.0,3.5,1.0,1.5,84.0,0.0,69.0,41.0,0.0,0.0,0.0,28.0
Robbie Lawler,Ben Askren,2019-03-02,Herb Dean,Blue,13-6-0,6,0,13,0,0,4,4,3,6,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.1,167.78,73.62,0.27,0.02,0.0,143.51,,,,,,,
Tecia Torres,Weili Zhang,2019-03-02,Chris Tognoni,Blue,6-3-0,3,0,6,0,0,5,5,0,0,1,0,2-0-0,0,0,2,0,0,1,1,0,0,1,0,0.0,109.48,51.15,6.35,0.67,0.06,202.0,0.0,126.0,61.0,2.5,1.0,1.0,99.0
Tyron Woodley,Kamaru Usman,2019-03-02,Marc Goddard,Blue,9-3-0,3,0,9,1,1,1,1,1,5,1,0,9-0-0,0,0,9,0,0,7,7,0,1,1,0,0.98,104.74,54.27,2.33,0.19,0.62,201.48,0.34,183.62,93.24,11.81,7.16,0.02,745.08
Alex Morono,Zak Ottow,2019-03-09,Rob Hinds,Red,4-3-0,3,0,4,0,0,2,2,1,0,1,0,4-3-0,3,0,4,0,0,0,0,3,1,0,0,0.16,141.77,61.06,1.05,0.0,0.39,51.75,0.38,53.72,14.42,4.14,0.81,0.27,173.08
Alex White,Dan Moret,2019-03-09,Marcio Laselva,Red,3-5-0,5,0,3,0,0,1,1,0,2,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.38,64.41,28.14,0.52,0.36,0.02,21.02,0.0,58.0,20.0,0.0,0.0,0.0,0.0
Anthony Rocco Martin,Sergio Moraes,2019-03-09,Rob Hinds,Red,7-4-0,4,0,7,0,0,3,3,0,1,3,0,8-3-0,3,0,8,0,0,2,2,2,1,3,0,0.5,90.5,32.89,0.24,0.08,1.11,126.95,0.01,63.39,28.79,1.45,1.04,1.02,255.69
Beneil Dariush,Drew Dober,2019-03-09,Rob Hinds,Red,9-5-0,5,0,9,0,0,4,4,1,1,3,0,6-5-0,5,0,6,0,0,3,3,0,2,1,0,0.16,70.19,39.51,4.38,2.01,1.0,439.32,0.22,159.89,71.02,2.89,1.08,0.0,258.59
Blagoy Ivanov,Ben Rothwell,2019-03-09,Herb Dean,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,6-4-0,4,0,6,0,0,1,1,0,3,2,0,0.0,229.0,51.0,0.0,0.0,0.0,3.0,0.1,136.59,51.1,0.07,0.02,0.38,8.95
Derrick Lewis,Junior Dos Santos,2019-03-09,Herb Dean,Blue,12-4-0,4,0,12,0,0,1,1,1,10,0,0,14-4-0,4,0,14,0,0,5,5,0,9,0,0,0.39,40.13,18.85,0.99,0.07,0.0,21.96,0.53,120.27,55.28,0.28,0.02,0.01,25.87
Elizeu Zaleski dos Santos,Curtis Millender,2019-03-09,Rob Hinds,Red,6-1-0,1,0,6,0,0,2,2,1,3,0,0,3-0-0,0,0,3,0,0,2,2,0,1,0,0,0.75,74.27,30.02,1.42,0.09,0.08,34.61,0.5,132.5,65.75,0.25,0.25,0.0,17.0
Grant Dawson,Julian Erosa,2019-03-09,Herb Dean,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1-2-0,2,0,1,0,0,0,0,1,0,0,0,,,,,,,,0.0,41.5,21.25,1.0,0.75,0.5,85.75
Louis Smolka,Matt Schnell,2019-03-09,Marcio Laselva,Blue,6-5-0,5,0,6,0,0,2,2,0,2,2,0,2-2-0,2,0,2,0,0,1,1,1,0,0,0,0.0,89.22,36.31,3.51,1.23,0.96,213.96,0.0,135.62,48.75,1.12,0.12,0.38,4.75
Marion Reneau,Yana Kunitskaya,2019-03-09,Nick Berens,Blue,5-4-0,4,0,5,0,0,1,1,0,2,2,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.0,61.32,27.45,0.05,0.05,0.93,89.14,0.0,61.0,38.5,6.0,3.0,0.5,367.0
Maurice Greene,Jeff Hughes,2019-03-09,Nick Berens,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.0,9.0,0.0,0.0,1.0,0.0,,,,,,,
Tim Boetsch,Omari Akhmedov,2019-03-09,Herb Dean,Blue,12-11-0,11,0,12,0,0,3,3,2,7,0,0,5-4-0,4,0,5,0,0,2,2,1,2,0,0,0.07,32.05,17.17,0.08,0.07,0.0,11.64,0.04,146.92,45.53,4.31,2.14,0.07,188.61
Tim Means,Niko Price,2019-03-09,Rob Hinds,Blue,10-8-0,8,0,10,0,0,3,3,1,5,1,0,4-3-0,3,0,4,0,0,0,0,0,2,2,0,0.26,126.83,58.49,1.18,1.02,0.0,42.2,0.05,29.48,10.33,1.77,0.52,0.41,51.08
Arnold Allen,Jordan Rinaldi,2019-03-16,Leon Roberts,Red,4-0-0,0,0,4,0,0,1,1,1,0,2,0,2-2-0,2,0,2,0,0,1,1,0,0,1,0,0.12,85.5,29.25,2.5,1.38,0.88,135.88,0.0,32.75,14.75,2.88,1.75,1.25,384.38
Danny Henry,Dan Ige,2019-03-16,Marc Goddard,Blue,2-0-0,0,0,2,0,0,1,1,0,0,1,0,2-1-0,1,0,2,0,0,1,1,0,1,0,0,1.0,89.5,47.5,1.5,0.5,1.5,183.0,0.0,88.5,43.0,7.0,2.0,0.0,233.5
Danny Roberts,Claudio Silva,2019-03-16,Kevin Sataki,Blue,5-2-0,2,0,5,0,0,1,1,1,2,1,0,3-0-0,0,0,3,0,0,1,1,1,0,1,0,0.31,60.08,28.69,1.19,0.0,0.52,265.14,0.0,58.0,26.5,7.5,2.0,0.75,240.5
Darren Till,Jorge Masvidal,2019-03-16,Marc Goddard,Blue,5-2-0,2,0,5,0,0,3,3,0,2,0,0,9-6-0,6,0,9,0,0,5,5,0,3,1,0,0.42,50.98,17.69,0.23,0.12,0.0,27.89,0.29,115.21,45.96,1.11,0.06,0.04,23.92
Jack Marshman,John Phillips,2019-03-16,Marc Goddard,Red,2-3-0,3,0,2,0,0,1,1,0,1,0,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.19,88.44,23.12,0.0,0.0,0.0,1.06,0.0,77.5,25.5,0.0,0.0,0.0,24.5
Leon Edwards,Gunnar Nelson,2019-03-16,Kevin Sataki,Red,8-2-0,2,0,8,0,0,5,5,0,2,1,0,8-3-0,3,0,8,0,0,1,1,0,0,7,0,0.26,120.89,59.98,4.38,0.94,0.42,243.39,0.02,13.56,10.26,2.95,1.3,0.71,186.52
Marc Diakiese,Joe Duffy,2019-03-16,Daniel Movahedi,Red,3-3-0,3,0,3,0,0,1,1,0,2,0,0,4-2-0,2,0,4,0,0,1,1,0,1,2,0,0.06,142.0,37.41,4.44,0.47,0.0,43.19,0.16,82.53,28.66,1.0,1.0,0.22,82.41
Mike Grundy,Nad Narimani,2019-03-16,Daniel Movahedi,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,2-0-0,0,0,2,0,0,2,2,0,0,0,0,,,,,,,,0.0,127.5,64.5,8.0,3.5,0.0,442.5
Molly McCann,Priscila Cachoeira,2019-03-16,Rich Mitchell,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,33.0,10.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0
Nathaniel Wood,Jose Quinonez,2019-03-16,Rich Mitchell,Red,2-0-0,0,0,2,0,0,0,0,0,0,2,0,4-1-0,1,0,4,0,0,3,3,0,0,1,0,0.5,105.5,47.0,1.5,1.0,1.0,278.0,0.25,100.5,48.75,5.75,2.12,0.25,200.31
Nicolae Negumereanu,Saparbeg Safarov,2019-03-16,Leon Roberts,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,76.5,22.5,3.5,1.0,0.0,45.5
Volkan Oezdemir,Dominick Reyes,2019-03-16,Leon Roberts,Blue,3-2-0,2,0,3,0,0,0,0,1,2,0,0,4-0-0,0,0,4,0,0,1,1,0,2,1,0,0.06,108.69,54.94,0.56,0.5,0.0,155.38,0.88,89.5,55.62,1.38,0.12,0.12,59.62
Alexis Davis,Jennifer Maia,2019-03-23,,Blue,6-3-0,3,0,6,0,0,3,3,2,0,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,138.46,50.31,1.88,0.8,0.86,146.57,0.0,104.0,42.0,0.0,0.0,0.0,149.0
Bryce Mitchell,Bobby Moffett,2019-03-23,Ricky Parker,Red,1-0-0,0,0,1,1,1,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,69.0,38.0,10.0,3.0,1.0,135.0,0.0,56.0,20.0,1.0,1.0,1.0,74.0
Curtis Blaydes,Justin Willis,2019-03-23,Keith Peterson,Red,5-3-0,3,0,5,0,0,2,2,0,2,0,1,4-0-0,0,0,4,0,0,3,3,0,1,0,0,0.06,43.54,22.42,4.66,2.68,0.0,213.02,0.38,95.62,57.75,1.0,0.62,0.0,70.75
Eric Shelton,Jordan Espinosa,2019-03-23,Jimmy Neely,Blue,2-3-0,3,0,2,0,0,1,1,1,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,81.5,32.94,7.25,4.44,0.06,283.38,,,,,,,
John Makdessi,Jesus Pinedo,2019-03-23,Herb Dean,Red,9-6-0,6,0,9,0,0,5,5,1,3,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.27,177.42,89.35,0.08,0.0,0.0,7.13,0.0,142.0,60.0,5.0,5.0,0.0,267.0
Jussier Formiga,Deiveson Figueiredo,2019-03-23,Keith Peterson,Red,8-4-0,4,0,8,0,0,5,5,0,0,3,0,4-0-0,0,0,4,0,0,0,0,1,3,0,0,0.26,40.42,19.63,4.02,1.7,0.56,327.5,1.38,44.25,26.75,3.38,1.88,1.88,283.0
Luis Pena,Steven Peterson,2019-03-23,Herb Dean,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.5,54.0,15.5,5.0,1.0,0.5,193.5,0.0,230.5,73.5,8.0,1.5,0.5,270.5
Marlon Vera,Frankie Saenz,2019-03-23,Jimmy Neely,Red,6-4-0,4,0,6,0,0,1,1,0,2,3,0,5-3-0,3,0,5,0,0,3,3,2,0,0,0,0.77,73.91,36.98,2.05,1.26,1.09,58.72,0.62,115.86,59.49,6.79,2.14,0.02,166.41
Maycee Barber,JJ Aldrich,2019-03-23,Keith Peterson,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,3-1-0,1,0,3,0,0,3,3,0,0,0,0,0.0,97.0,68.0,5.0,1.0,0.0,213.0,0.0,119.75,49.62,1.75,0.25,0.0,212.25
Randa Markos,Angela Hill,2019-03-23,Keith Peterson,Red,4-6-0,6,0,4,0,0,3,3,1,0,0,0,3-5-0,5,0,3,0,0,3,3,0,0,0,0,0.0,97.48,40.82,6.92,1.78,0.01,335.09,0.04,206.9,109.33,1.07,0.81,0.0,56.22
Ryan MacDonald,Chris Gutierrez,2019-03-23,Ricky Parker,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,52.0,26.0,1.0,0.0,0.0,0.0
Stephen Thompson,Anthony Pettis,2019-03-23,Herb Dean,Blue,9-4-0,4,0,9,0,0,4,4,0,5,0,0,8-7-0,7,0,8,0,0,1,1,1,2,4,0,0.29,140.22,46.18,0.59,0.01,0.0,17.42,0.5,77.45,37.22,0.34,0.19,1.02,82.8
Alex Perez,Mark De La Rosa,2019-03-30,Bill Bookwalter,Red,3-1-0,1,0,3,0,0,1,1,0,1,1,0,2-1-0,1,0,2,0,0,0,0,1,0,1,0,0.25,71.75,34.62,2.88,1.38,0.38,81.75,0.0,95.5,39.75,4.25,0.5,0.25,97.5
David Branch,Jack Hermansson,2019-03-30,Dan Miragliotta,Blue,4-4-0,4,0,4,0,0,2,2,1,1,0,0,5-2-0,2,0,5,0,0,1,1,0,3,1,0,0.25,32.56,12.52,6.22,1.87,0.0,118.79,0.0,54.48,34.56,2.19,1.36,0.75,170.53
Edson Barboza,Justin Gaethje,2019-03-30,Keith Peterson,Blue,14-6-0,6,0,14,1,1,5,5,1,7,0,0,2-2-0,2,0,2,0,0,0,0,0,2,0,0,0.56,162.5,84.35,0.81,0.05,0.0,56.3,0.5,111.88,60.5,0.12,0.0,0.0,19.5
Enrique Barzola,Kevin Aguilar,2019-03-30,Bill Bookwalter,Blue,5-1-0,1,0,5,0,0,5,5,0,0,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,111.31,52.41,13.19,8.0,0.62,376.56,1.0,168.0,86.0,1.0,0.0,0.0,127.0
Josh Emmett,Michael Johnson,2019-03-30,Keith Peterson,Red,4-2-0,2,0,4,0,0,2,2,1,1,0,0,11-9-0,9,0,11,0,0,6,6,1,4,0,0,1.25,74.5,26.84,0.75,0.38,0.03,38.62,0.02,170.08,79.17,1.45,0.57,0.03,44.54
Karolina Kowalkiewicz,Michelle Waterson,2019-03-30,Dan Miragliotta,Blue,5-3-0,3,0,5,0,0,3,3,2,0,0,0,4-2-0,2,0,4,0,0,1,1,1,0,2,0,0.0,147.95,64.26,1.04,0.12,0.0,28.88,0.0,96.22,63.47,3.56,1.19,0.19,219.12
Kennedy Nzechukwu,Paul Craig,2019-03-30,Keith Peterson,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,2-3-0,3,0,2,0,0,0,0,0,0,2,0,,,,,,,,0.0,31.69,15.31,5.69,2.06,0.44,164.12
Kevin Holland,Gerald Meerschaert,2019-03-30,Dan Miragliotta,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,4-2-0,2,0,4,0,0,0,0,0,1,3,0,0.0,121.0,77.0,3.5,2.5,1.5,136.0,0.12,40.69,19.22,2.56,0.94,0.56,54.16
Marina Rodriguez,Jessica Aguilar,2019-03-30,Keith Peterson,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,1-3-0,3,0,1,0,0,1,1,0,0,0,0,0.0,142.0,60.0,0.0,0.0,0.0,58.0,0.0,92.62,52.38,3.0,0.5,0.0,101.38
Ray Borg,Casey Kenney,2019-03-30,James Chappell,Blue,5-3-0,3,0,5,0,0,3,3,0,0,2,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.33,20.59,8.26,2.28,0.28,255.74,,,,,,,
Ross Pearson,Desmond Green,2019-03-30,James Chappell,Blue,12-13-0,13,0,12,0,0,5,5,2,4,0,1,2-3-0,3,0,2,0,0,1,1,1,0,0,0,0.0,180.72,64.27,1.11,0.07,0.0,13.28,0.0,111.56,43.38,3.0,0.5,0.0,23.94
Sabina Mazo,Maryna Moroz,2019-03-30,Keith Peterson,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,3-3-0,3,0,3,0,0,1,1,1,0,1,0,,,,,,,,0.0,232.97,57.91,1.19,0.06,0.34,31.97
Sodiq Yusuff,Sheymon Moraes,2019-03-30,Dan Miragliotta,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,2-1-0,1,0,2,0,0,1,1,1,0,0,0,0.0,43.0,23.0,0.0,0.0,0.0,57.0,1.0,101.75,38.75,1.0,0.0,0.0,51.75
Alan Jouban,Dwight Grant,2019-04-13,George Allen,Blue,7-4-0,4,0,7,0,0,3,3,0,4,0,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1.18,92.01,50.33,0.32,0.13,0.0,17.42,0.5,68.5,22.5,0.5,0.5,0.0,12.5
Boston Salmon,Khalid Taha,2019-04-13,Blake Grice,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,57.0,32.0,0.0,0.0,0.0,35.0
Brandon Davis,Randy Costa,2019-04-13,Jason Herzog,Red,1-3-0,3,0,1,0,0,1,1,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,105.88,39.75,0.5,0.12,0.0,19.12,,,,,,,
Curtis Millender,Belal Muhammad,2019-04-13,Marc Goddard,Blue,3-1-0,1,0,3,0,0,2,2,0,1,0,0,5-3-0,3,0,5,0,0,3,3,1,1,0,0,0.25,66.75,32.88,0.12,0.12,0.0,8.5,0.0,176.62,66.2,6.12,1.23,0.25,84.86
Eryk Anders,Khalil Rountree Jr.,2019-04-13,Jason Herzog,Blue,3-3-0,3,0,3,0,0,1,1,0,2,0,0,3-4-0,4,0,3,0,0,0,0,0,3,0,0,0.78,105.0,50.94,4.0,1.78,0.25,139.0,0.36,34.81,12.05,0.0,0.0,0.12,4.03
Jalin Turner,Matt Frevola,2019-04-13,Marc Goddard,Blue,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.5,37.5,20.0,0.0,0.0,0.0,6.5,0.0,103.0,37.5,3.0,1.0,0.5,21.0
Kelvin Gastelum,Israel Adesanya,2019-04-13,Marc Goddard,Blue,10-4-0,4,0,10,0,0,2,2,3,3,2,0,5-0-0,0,0,5,0,0,2,2,1,2,0,0,1.05,97.44,39.53,0.05,0.02,0.0,29.89,0.81,111.0,57.44,0.31,0.0,0.12,15.88
Lauren Mueller,Poliana Botelho,2019-04-13,George Allen,Blue,1-1-0,1,0,1,0,0,1,1,0,0,0,0,2-1-0,1,0,2,0,0,1,1,0,1,0,0,0.0,99.5,37.5,1.5,1.0,0.0,99.0,0.25,39.5,22.0,0.25,0.25,0.0,15.5
Max Griffin,Zelim Imadaev,2019-04-13,George Allen,Red,2-4-0,4,0,2,0,0,1,1,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.75,133.09,80.81,2.69,1.25,0.03,181.12,,,,,,,
Max Holloway,Dustin Poirier,2019-04-13,Blake Grice,Blue,16-3-0,3,0,16,0,0,4,4,1,8,2,1,16-5-0,5,0,16,1,1,4,4,0,8,3,0,0.19,392.64,212.14,0.64,0.64,0.07,44.58,0.52,174.91,85.48,2.13,0.74,1.13,65.2
Montel Jackson,Andre Soukhamthath,2019-04-13,Jason Herzog,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,2-3-0,3,0,2,0,0,1,1,0,1,0,0,0.0,55.0,26.0,1.0,1.0,0.5,30.5,1.31,104.06,53.81,3.31,2.5,0.5,232.94
Ovince Saint Preux,Nikita Krylov,2019-04-13,Blake Grice,Blue,11-7-0,7,0,11,1,1,1,1,0,5,4,0,6-4-0,4,0,6,0,0,0,0,0,3,3,0,0.06,47.29,24.22,4.83,0.52,0.3,61.58,0.14,40.38,18.43,1.16,0.75,0.61,100.68
Wilson Reis,Alexandre Pantoja,2019-04-13,Jason Herzog,Blue,7-5-0,5,0,7,0,0,5,5,0,0,2,0,4-1-0,1,0,4,0,0,1,1,1,0,2,0,0.0,90.57,22.31,13.6,5.82,0.58,316.98,0.06,72.0,33.88,0.88,0.25,1.44,122.88
Alexander Yakovlev,Alex Da Silva,2019-04-20,Marc Goddard,Red,2-4-0,4,0,2,0,0,1,1,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.19,35.69,16.88,1.91,0.91,0.0,14.75,,,,,,,
Alistair Overeem,Aleksei Oleinik,2019-04-20,Marc Goddard,Red,9-6-0,6,0,9,1,1,2,2,0,6,0,0,6-2-0,2,0,6,0,0,0,0,0,1,5,0,0.06,21.96,16.52,1.17,0.51,0.52,70.7,0.07,32.3,12.09,3.64,0.76,0.95,50.16
Gadzhimurad Antigulov,Michal Oleksiejczuk,2019-04-20,Leon Roberts,Blue,2-1-0,1,0,2,0,0,0,0,0,0,2,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.0,11.0,6.5,4.5,2.0,0.5,137.5,0.5,76.0,45.0,1.5,1.0,0.0,1.0
Islam Makhachev,Arman Tsarukyan,2019-04-20,Herb Dean,Red,5-1-0,1,0,5,0,0,2,2,0,1,2,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.25,20.97,11.5,1.53,1.47,0.66,172.69,,,,,,,
Krzysztof Jotko,Alen Amedovski,2019-04-20,Herb Dean,Red,6-4-0,4,0,6,0,0,4,4,1,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.28,79.59,30.82,2.48,0.49,0.25,98.16,,,,,,,
Magomed Mustafaev,Rafael Fiziev,2019-04-20,Vjacheslav Kiselev,Red,2-1-0,1,0,2,0,0,0,0,0,1,0,1,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.25,34.0,19.0,1.75,0.0,0.5,53.5,,,,,,,
