b_fighter,gender,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_record,b_losses,b_draws,b_wins,b_winbydecisionmajority,b_winbydecisionunanimous,b_winsbydecisionmajority,b_winsbydecisionsplit,b_winsbydecisionunanimous,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_matchwcrank,b_pfprank
Jeremy Stephens,MALE,Lightweight,24.0,Orthodox,172.72,180.34,145.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,0.0,1.0,,
Ryan Bader,MALE,Light Heavyweight,27.0,Orthodox,187.96,187.96,205.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,,
Evan Dunham,MALE,Lightweight,28.0,Southpaw,177.8,177.8,155.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Waylon Lowe,MALE,Lightweight,29.0,Southpaw,170.18,165.0,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Julio Paulino,MALE,Welterweight,34.0,Orthodox,182.88,185.42,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Pat Audinwood,MALE,Lightweight,24.0,Orthodox,182.88,188.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alexander Gustafsson,MALE,Light Heavyweight,23.0,Orthodox,195.58,200.66,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Carlos Condit,MALE,Welterweight,26.0,Orthodox,187.96,190.5,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Fabio Maldonado,MALE,Light Heavyweight,30.0,Orthodox,185.42,190.5,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Claude Patrick,MALE,Welterweight,30.0,Orthodox,180.34,190.5,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Mike Pyle,MALE,Welterweight,35.0,Orthodox,182.88,187.96,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Yoshihiro Akiyama,MALE,Middleweight,35.0,Orthodox,177.8,185.42,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mark Holst,MALE,Lightweight,25.0,Orthodox,182.88,190.0,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Vinicius Queiroz,MALE,Heavyweight,27.0,Orthodox,200.66,202.0,220.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Curt Warburton,MALE,Lightweight,29.0,Orthodox,182.88,185.42,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gabriel Gonzaga,MALE,Heavyweight,31.0,Orthodox,187.96,193.04,242.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,0.0,0.0,,0.0,5.0,2.0,0.0,,
Cain Velasquez,MALE,Heavyweight,28.0,Orthodox,185.42,195.58,240.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,1.0,0.0,,1.0,5.0,0.0,0.0,,
Dongi Yang,MALE,Middleweight,25.0,Southpaw,177.8,180.34,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ryan Jensen,MALE,Middleweight,33.0,Orthodox,185.42,193.04,185.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Paulo Thiago,MALE,Welterweight,29.0,Orthodox,180.34,185.42,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Martin Kampmann,MALE,Welterweight,28.0,Orthodox,182.88,182.88,170.0,8.0-2.0-0.0,2.0,0.0,8.0,0.0,2.0,0.0,,2.0,1.0,4.0,0.0,,
Gilbert Yvel,MALE,Heavyweight,34.0,Orthodox,187.96,195.58,225.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Daniel Roberts,MALE,Welterweight,30.0,Southpaw,177.8,187.96,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tom Lawlor,MALE,Middleweight,27.0,Southpaw,182.88,187.96,205.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Paul Taylor,MALE,Lightweight,30.0,Orthodox,182.88,182.88,155.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Matt Hamill,MALE,Light Heavyweight,34.0,Orthodox,185.42,193.04,205.0,8.0-2.0-0.0,2.0,0.0,8.0,1.0,1.0,1.0,,1.0,5.0,0.0,0.0,,
Peter Sobotta,MALE,Welterweight,23.0,Southpaw,182.88,190.5,170.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Andre Winner,MALE,Lightweight,29.0,Orthodox,180.34,185.42,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Nick Osipczak,MALE,Welterweight,25.0,Orthodox,187.96,193.04,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Carlos Eduardo Rocha,MALE,Welterweight,29.0,Orthodox,177.8,177.8,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Goran Reljic,MALE,Light Heavyweight,26.0,Southpaw,190.5,205.74,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Rob Kimmons,MALE,Middleweight,29.0,Orthodox,177.8,185.42,185.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Yushin Okami,MALE,Middleweight,29.0,Southpaw,187.96,190.5,170.0,9.0-2.0-0.0,2.0,0.0,9.0,0.0,4.0,0.0,,4.0,3.0,0.0,1.0,,
Mark Scanlon,MALE,Welterweight,27.0,Orthodox,175.26,177.8,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Karlos Vemola,MALE,Light Heavyweight,25.0,Orthodox,182.88,190.5,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alexandre Ferreira,MALE,Light Heavyweight,31.0,Orthodox,170.18,170.18,205.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mark Munoz,MALE,Middleweight,32.0,Orthodox,182.88,182.88,185.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Joe Lauzon,MALE,Lightweight,26.0,Orthodox,177.8,180.34,155.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.0,,
Maiquel Falcao,MALE,Middleweight,29.0,Orthodox,180.34,175.0,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dennis Hallman,MALE,Welterweight,34.0,Orthodox,175.26,182.88,155.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Brian Foster,MALE,Welterweight,26.0,Orthodox,175.26,180.34,170.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
BJ Penn,MALE,Welterweight,31.0,Orthodox,175.26,177.8,155.0,11.0-7.0-0.0,7.0,0.0,11.0,0.0,1.0,0.0,,1.0,5.0,4.0,1.0,,
Edson Barboza,MALE,Lightweight,24.0,Orthodox,180.34,190.5,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
TJ O'Brien,MALE,Lightweight,23.0,Orthodox,187.96,196.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tim Boetsch,MALE,Light Heavyweight,29.0,Orthodox,182.88,187.96,185.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Lyoto Machida,MALE,Light Heavyweight,32.0,Southpaw,185.42,187.96,185.0,8.0-1.0-0.0,1.0,0.0,8.0,0.0,5.0,0.0,,5.0,2.0,1.0,0.0,,
Nik Lentz,MALE,Lightweight,26.0,Orthodox,172.72,172.72,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,,
Aaron Wilkinson,MALE,Lightweight,23.0,Orthodox,177.8,183.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Pablo Garza,MALE,Featherweight,27.0,Orthodox,185.42,185.42,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tyler Toner,MALE,Featherweight,27.0,Orthodox,172.72,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rick Story,MALE,Welterweight,26.0,Southpaw,175.26,180.34,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Michael Johnson,MALE,Lightweight,24.0,Southpaw,177.8,185.42,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Demian Maia,MALE,Middleweight,33.0,Southpaw,185.42,182.88,170.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,2.0,0.0,,2.0,0.0,5.0,0.0,,
Leonard Garcia,MALE,Featherweight,31.0,Orthodox,177.8,175.26,145.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
David Branch,MALE,Middleweight,29.0,Orthodox,185.42,198.12,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Kyle Watson,MALE,Lightweight,31.0,Orthodox,182.88,178.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Igor Pokrajac,MALE,Light Heavyweight,31.0,Orthodox,182.88,193.04,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Nick Pace,MALE,Bantamweight,23.0,Orthodox,170.18,172.72,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Josh Koscheck,MALE,Welterweight,33.0,Orthodox,177.8,185.42,170.0,13.0-4.0-0.0,4.0,0.0,13.0,0.0,5.0,0.0,,5.0,5.0,3.0,0.0,,
Charles Oliveira,MALE,Lightweight,21.0,Orthodox,177.8,187.96,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Dan Miller,MALE,Middleweight,29.0,Orthodox,185.42,187.96,185.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Mac Danzig,MALE,Lightweight,30.0,Orthodox,172.72,177.8,155.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Dustin Hazelett,MALE,Lightweight,24.0,Orthodox,185.42,193.04,170.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,4.0,0.0,,
Sean Pierson,MALE,Welterweight,34.0,Southpaw,182.88,193.04,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
John Makdessi,MALE,Lightweight,25.0,Orthodox,172.72,172.72,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sean McCorkle,MALE,Heavyweight,34.0,Orthodox,200.66,205.74,265.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Ricardo Almeida,MALE,Welterweight,34.0,Orthodox,182.88,187.96,170.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,2.0,0.0,,2.0,0.0,3.0,0.0,,
John Howard,MALE,Welterweight,27.0,Orthodox,170.18,180.34,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Brian Stann,MALE,Middleweight,30.0,Orthodox,185.42,187.96,205.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Takanori Gomi,MALE,Lightweight,32.0,Southpaw,170.18,177.8,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Greg Soto,MALE,Welterweight,24.0,Orthodox,180.34,185.42,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Josh Grispi,MALE,Featherweight,22.0,Orthodox,180.34,187.96,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Antonio McKee,MALE,Lightweight,40.0,Southpaw,172.72,183.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marcus Davis,MALE,Lightweight,37.0,Southpaw,177.8,177.8,170.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,1.0,0.0,,1.0,3.0,4.0,0.0,,
Diego Nunes,MALE,Featherweight,28.0,Orthodox,167.64,170.18,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dong Hyun Kim,MALE,Welterweight,29.0,Southpaw,187.96,193.04,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Brad Tavares,MALE,Middleweight,23.0,Orthodox,185.42,187.96,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Amilcar Alves,MALE,Welterweight,22.0,Southpaw,182.88,185.42,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yves Edwards,MALE,Lightweight,34.0,Southpaw,175.26,185.42,155.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,2.0,0.0,,2.0,3.0,1.0,0.0,,
Matt Wiman,MALE,Lightweight,27.0,Orthodox,177.8,172.72,155.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,2.0,0.0,,
Mike Guymon,MALE,Welterweight,36.0,Orthodox,182.88,187.96,170.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
George Roop,MALE,Featherweight,29.0,Orthodox,185.42,182.88,135.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tim Hague,MALE,Heavyweight,27.0,Orthodox,193.04,193.04,260.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Evan Dunham,MALE,Lightweight,29.0,Southpaw,177.8,177.8,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Joey Beltran,MALE,Heavyweight,29.0,Orthodox,185.42,190.5,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Mike Brown,MALE,Featherweight,35.0,Orthodox,167.64,177.8,145.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Willamy Freire,MALE,Lightweight,23.0,Orthodox,172.72,178.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Cariaso,MALE,Bantamweight,29.0,Southpaw,160.02,160.02,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Vitor Belfort,MALE,Middleweight,33.0,Southpaw,182.88,187.96,185.0,8.0-4.0-0.0,4.0,0.0,8.0,0.0,0.0,0.0,,0.0,6.0,1.0,1.0,,
Michihiro Omigawa,MALE,Featherweight,35.0,Orthodox,167.64,172.72,145.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Paul Kelly,MALE,Lightweight,26.0,Orthodox,175.26,177.8,155.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,,
Rich Franklin,MALE,Light Heavyweight,36.0,Southpaw,185.42,190.5,185.0,13.0-4.0-0.0,4.0,0.0,13.0,0.0,3.0,0.0,,3.0,8.0,1.0,1.0,,
Carlos Eduardo Rocha,MALE,Welterweight,29.0,Orthodox,177.8,177.8,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Ryan Bader,MALE,Light Heavyweight,27.0,Orthodox,187.96,187.96,205.0,5.0-0.0-0.0,0.0,0.0,5.0,0.0,3.0,0.0,,3.0,2.0,0.0,0.0,,
Ricardo Romero,MALE,Light Heavyweight,32.0,Orthodox,182.88,193.04,205.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Antonio Banuelos,MALE,Bantamweight,31.0,Orthodox,165.1,160.02,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kenny Robertson,MALE,Welterweight,26.0,Orthodox,177.8,187.96,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Demetrious Johnson,MALE,Bantamweight,24.0,Orthodox,160.02,167.64,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gabe Ruediger,MALE,Lightweight,33.0,Orthodox,177.8,178.0,155.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
James Te Huna,MALE,Light Heavyweight,29.0,Orthodox,187.96,190.5,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Chris Lytle,MALE,Welterweight,36.0,Orthodox,180.34,172.72,170.0,9.0-9.0-0.0,9.0,0.0,9.0,0.0,3.0,0.0,,3.0,1.0,5.0,0.0,,
Kyle Noke,MALE,Middleweight,30.0,Southpaw,185.42,193.04,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Dennis Siver,MALE,Lightweight,32.0,Orthodox,167.64,177.8,145.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,1.0,0.0,,1.0,3.0,2.0,0.0,,
Curt Warburton,MALE,Lightweight,30.0,Orthodox,182.88,185.42,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Tuchscherer,MALE,Heavyweight,35.0,Orthodox,187.96,193.04,258.0,1.0-2.0-0.0,2.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,
Jorge Rivera,MALE,Middleweight,38.0,Orthodox,185.42,185.42,185.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,2.0,0.0,,2.0,4.0,0.0,0.0,,
Riki Fukuda,MALE,Middleweight,30.0,Southpaw,182.88,185.42,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Spencer Fisher,MALE,Lightweight,34.0,Southpaw,170.18,177.8,155.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,4.0,0.0,,4.0,2.0,2.0,1.0,,
Anthony Perosh,MALE,Light Heavyweight,38.0,Orthodox,190.5,190.5,205.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jason Reinhardt,MALE,Featherweight,41.0,Orthodox,167.64,163.0,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Chris Weidman,MALE,Middleweight,26.0,Orthodox,187.96,198.12,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Damacio Page,MALE,Bantamweight,28.0,Orthodox,167.64,167.64,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mark Munoz,MALE,Middleweight,33.0,Orthodox,182.88,182.88,185.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Rousimar Palhares,MALE,Middleweight,31.0,Orthodox,172.72,180.34,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Martin Kampmann,MALE,Welterweight,28.0,Orthodox,182.88,182.88,170.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,2.0,0.0,,2.0,1.0,4.0,0.0,,
Todd Brown,MALE,Light Heavyweight,34.0,Orthodox,180.34,188.0,205.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Danny Castillo,MALE,Lightweight,31.0,Orthodox,175.26,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dongi Yang,MALE,Middleweight,26.0,Southpaw,177.8,180.34,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cyrille Diabate,MALE,Light Heavyweight,37.0,Southpaw,198.12,205.74,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Reuben Duran,MALE,Bantamweight,27.0,Orthodox,170.18,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Shane Roller,MALE,Lightweight,31.0,Orthodox,177.8,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Nick Catone,MALE,Catch Weight,29.0,Southpaw,182.88,182.88,185.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Nate Marquardt,MALE,Middleweight,31.0,Orthodox,182.88,187.96,185.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,3.0,0.0,,3.0,4.0,2.0,0.0,,
Anthony Njokuani,MALE,Lightweight,31.0,Orthodox,185.42,190.5,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Raphael Assuncao,MALE,Featherweight,28.0,Orthodox,165.1,167.64,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kamal Shalorus,MALE,Lightweight,38.0,Orthodox,172.72,172.72,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ian Loveland,MALE,Bantamweight,27.0,Orthodox,172.72,178.0,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Gleison Tibau,MALE,Lightweight,27.0,Southpaw,177.8,180.34,155.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,4.0,0.0,,4.0,1.0,2.0,0.0,,
Eliot Marshall,MALE,Light Heavyweight,30.0,Orthodox,187.96,195.58,205.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Jon Jones,MALE,Light Heavyweight,23.0,Orthodox,193.04,213.36,205.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,2.0,0.0,,
Brendan Schaub,MALE,Heavyweight,28.0,Orthodox,193.04,198.12,245.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Mike Pyle,MALE,Welterweight,35.0,Orthodox,182.88,187.96,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Eddie Wineland,MALE,Bantamweight,26.0,Orthodox,170.18,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mackens Semerzier,MALE,Featherweight,30.0,Orthodox,175.26,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dan Hardy,MALE,Welterweight,28.0,Orthodox,182.88,187.96,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Leonard Garcia,MALE,Featherweight,31.0,Orthodox,177.8,175.26,145.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Amir Sadollah,MALE,Welterweight,30.0,Orthodox,177.8,187.96,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
Kris McCray,MALE,Welterweight,29.0,Orthodox,182.88,193.04,170.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
TJ Waldburger,MALE,Welterweight,22.0,Orthodox,180.34,190.5,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Mike Russow,MALE,Heavyweight,34.0,Orthodox,185.42,185.42,255.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Aaron Simpson,MALE,Middleweight,36.0,Orthodox,182.88,185.42,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Edwin Figueroa,MALE,Bantamweight,26.0,Orthodox,170.18,175.26,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Rogerio Nogueira,MALE,Light Heavyweight,34.0,Southpaw,187.96,190.5,205.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
