r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,r_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Albert Cheng,An Ying Wang,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Leon Roberts,Blue,,,,False,Welterweight,3,False,-2.54,7,-8.93,125,29,26-30,Orthodox,-135,22,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Dong Hyun Kim,John Hathaway,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Leon Roberts,Red,KO/TKO,Elbow,3,False,Welterweight,5,False,2.54,6,2.54,-290,32,31-35,Southpaw,260,26,31-35,Orthodox,0.53,40.19,16.56,4.5,1.76,0.5,393.0,0.28,131.51,48.26,3.91,1.52,0.52,259.45,False,False,True,False,False,False,False,False
Hatsu Hioki,Ivan Menjivar,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Dan Miragliotta,Red,U-DEC,,3,False,Featherweight,3,False,12.7,-1,15.24,-475,30,26-30,Orthodox,420,31,26-30,Orthodox,0.0,74.88,33.56,1.88,1.25,0.38,159.62,0.01,47.48,20.36,0.38,0.28,0.2,5.2,False,False,False,False,False,False,False,False
Jumabieke Tuerxun,Mark Eddiva,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Jerin Valel,Blue,U-DEC,,3,False,Featherweight,3,False,-2.54,-1,-2.54,-440,27,26-30,Orthodox,390,28,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Kazuki Tokudome,Yui Chul Nam,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Jerin Valel,Blue,S-DEC,,3,False,Lightweight,3,False,5.08,-6,10.16,185,26,26-30,Southpaw,-200,32,26-30,Orthodox,0.5,102.5,38.0,3.5,1.5,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Matt Mitrione,Shawn Jordan,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Dan Miragliotta,Red,KO/TKO,Punch,1,False,Heavyweight,3,False,7.62,6,10.16,-115,35,31-35,Switch,105,29,31-35,Southpaw,0.13,19.15,10.41,0.0,0.0,0.02,6.27,0.25,25.88,13.69,0.56,0.25,0.0,44.25,False,False,False,False,False,False,False,False
Nam Phan,Vaughan Lee,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Leon Roberts,Blue,U-DEC,,3,False,Bantamweight,3,False,0.0,-1,10.16,-160,30,26-30,Orthodox,150,31,26-30,Orthodox,0.0,237.89,80.75,0.03,0.03,0.02,7.61,0.06,33.25,15.69,1.12,0.25,0.25,40.06,False,False,False,False,False,False,False,False
Sai Wang,Zhang Lipeng,UFC Fight Night: Kim vs Hathaway,2014-03-01,3,2014,MALE,Macau,,China,Jerin Valel,Blue,,,,True,Welterweight,3,False,2.54,5,2.54,-295,28,26-30,Southpaw,265,23,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Alexander Gustafsson,Jimi Manuwa,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Marc Goddard,Red,KO/TKO,Knee,2,False,Light Heavyweight,5,False,10.16,-7,0.0,-525,27,26-30,Orthodox,450,34,26-30,Orthodox,0.23,223.44,84.59,7.19,2.16,0.05,76.7,0.25,64.25,41.75,2.75,0.75,0.25,95.75,False,True,True,True,True,False,False,False
Brad Pickett,Neil Seery,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Neil Hall,Red,U-DEC,,3,False,Flyweight,3,False,5.08,1,10.16,-1000,35,31-35,Orthodox,800,34,31-35,Orthodox,0.09,123.59,36.19,2.47,1.62,0.03,149.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Bradley Scott,Claudio Silva,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Neil Hall,Blue,,,,False,Middleweight,3,False,5.08,-7,12.7,-225,24,21-25,Orthodox,205,31,21-25,Southpaw,0.0,97.0,34.5,4.0,0.5,1.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Cyrille Diabate,Ilir Latifi,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Leon Roberts,Blue,SUB,Guillotine Choke,1,False,Light Heavyweight,3,False,20.32,10,20.32,125,40,36-40,Southpaw,-135,30,36-40,Orthodox,0.3,24.17,18.06,0.8,0.78,0.25,83.53,0.0,112.0,18.0,3.0,1.0,0.0,31.0,False,False,False,False,False,False,False,False
Gunnar Nelson,Omari Akhmedov,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Grant Waterman,Red,SUB,Guillotine Choke,1,False,Welterweight,3,False,-2.54,-1,-2.54,-280,25,21-25,Switch,255,26,21-25,Orthodox,0.0,45.0,25.5,2.5,1.5,1.0,254.0,1.0,20.0,14.0,5.0,1.0,1.0,127.0,True,True,False,False,False,False,False,False
Igor Araujo,Danny Mitchell,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Leon Roberts,Red,U-DEC,,3,False,Welterweight,3,False,-2.54,6,7.62,-265,33,31-35,Orthodox,225,27,31-35,Orthodox,0.0,51.0,21.0,6.0,1.0,1.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Luke Barnatt,Mats Nilsson,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Marc Goddard,Red,KO/TKO,Kick,1,False,Middleweight,3,False,12.7,-5,7.62,-430,25,21-25,Orthodox,345,30,21-25,Orthodox,1.0,170.0,76.0,1.5,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Michael Johnson,Melvin Guillard,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,3,2014,MALE,London,England,United Kingdom,Leon Roberts,Red,U-DEC,,3,False,Lightweight,3,False,2.54,-3,12.7,-150,27,26-30,Southpaw,140,30,26-30,Orthodox,1.18,122.22,45.1,0.54,0.51,0.0,32.6,0.32,56.29,23.62,0.66,0.03,0.13,22.3,False,False,True,False,False,False,False,False
Bubba McDaniel,Sean Strickland,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,,Blue,,,,False,Middleweight,3,False,5.08,7,-2.54,145,30,26-30,Southpaw,-155,23,26-30,Orthodox,0.0,55.0,24.5,1.5,0.5,1.5,329.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Carlos Condit,Tyron Woodley,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Jacob Montalvo,Blue,KO/TKO,,2,False,Welterweight,3,False,12.7,-2,2.54,-200,29,26-30,Orthodox,185,31,26-30,Orthodox,0.67,195.77,75.9,1.04,0.02,1.05,56.18,1.25,46.0,29.75,0.0,0.0,0.0,78.5,False,False,True,False,True,False,False,False
Daniel Pineda,Rob Whiteford,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,,Blue,,,,False,Featherweight,3,False,-5.08,-2,0.0,-210,28,26-30,Orthodox,190,30,26-30,Southpaw,0.03,89.41,34.41,4.97,0.59,0.34,117.5,0.0,28.0,15.0,3.0,0.0,0.0,70.0,False,False,False,False,False,False,False,False
Dennis Bermudez,Jimy Hettes,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Kerry Hatley,Red,KO/TKO,Knee,3,False,Featherweight,3,False,-7.62,1,-12.7,-260,27,26-30,Orthodox,240,26,26-30,Southpaw,0.16,141.16,58.19,8.81,4.34,2.41,368.22,0.0,61.5,34.62,7.88,4.0,1.5,291.5,False,False,True,False,False,False,False,False
Diego Sanchez,Myles Jury,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Kerry Hatley,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,7,-2.54,160,32,31-35,Southpaw,-170,25,31-35,Orthodox,0.51,157.98,46.51,5.93,1.15,1.27,66.97,0.25,63.25,20.75,4.25,2.88,0.25,288.5,False,True,True,False,False,False,False,False
Jake Shields,Hector Lombard,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Don Turnage,Blue,U-DEC,,3,False,Welterweight,3,False,7.62,-1,2.54,160,35,31-35,Orthodox,-170,36,31-35,Southpaw,0.0,134.58,49.45,12.73,1.06,0.0,502.34,0.75,48.62,22.5,1.25,0.25,0.0,82.5,False,False,True,False,True,False,False,False
Johny Hendricks,Robbie Lawler,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Dan Miragliotta,Red,U-DEC,,5,True,Welterweight,5,False,-5.08,-1,-12.7,-365,30,26-30,Southpaw,328,31,26-30,Southpaw,0.17,125.58,55.0,6.29,4.18,0.01,298.21,0.77,69.01,31.6,0.41,0.39,0.0,98.95,False,False,True,True,True,False,False,False
Kelvin Gastelum,Rick Story,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Jacob Montalvo,Red,S-DEC,,3,False,Welterweight,3,False,0.0,-7,0.0,-170,22,21-25,Southpaw,160,29,21-25,Southpaw,0.5,48.5,22.5,4.0,2.0,0.5,209.5,0.88,141.71,55.57,3.21,2.09,0.03,188.38,True,False,False,False,True,False,False,False
Ovince Saint Preux,Nikita Krylov,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Dan Miragliotta,Red,SUB,Other - Choke,1,False,Light Heavyweight,3,False,0.0,8,7.62,-500,30,26-30,Southpaw,435,22,26-30,Orthodox,0.0,47.5,26.5,1.0,0.0,0.0,26.0,0.5,42.0,28.0,0.5,0.0,1.0,70.0,True,False,False,False,False,False,False,False
Raquel Pennington,Jessica Andrade,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,FEMALE,Dallas,Texas,USA,Don Turnage,Blue,S-DEC,,3,False,Women's Bantamweight,3,False,15.24,3,12.7,230,25,21-25,Orthodox,-250,22,21-25,Orthodox,0.0,133.0,80.0,1.0,1.0,1.0,282.0,0.0,179.5,108.0,1.5,1.0,0.5,61.5,True,False,True,False,True,False,False,False
Renee Forte,Francisco Trevino,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Dan Miragliotta,Blue,U-DEC,,3,False,Lightweight,3,False,-5.08,-6,2.54,-155,26,26-30,Orthodox,145,32,26-30,Orthodox,0.25,62.25,21.75,0.75,0.5,0.0,175.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Sean Spencer,Alex Garcia,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Don Turnage,Blue,S-DEC,,3,False,Welterweight,3,False,2.54,0,7.62,290,26,26-30,Southpaw,-320,26,26-30,Orthodox,0.0,226.25,80.25,0.5,0.0,0.0,28.75,1.0,15.0,9.0,0.0,0.0,0.0,2.0,False,True,False,False,False,False,False,False
Will Campuzano,Justin Scoggins,UFC 171: Hendricks vs Lawler,2014-03-15,3,2014,MALE,Dallas,Texas,USA,Jacob Montalvo,Blue,U-DEC,,3,False,Flyweight,3,False,5.08,6,10.16,550,27,26-30,Orthodox,-675,21,26-30,Southpaw,0.0,98.25,40.0,4.75,2.25,0.0,214.5,0.0,37.0,27.0,3.0,2.0,0.0,246.0,False,True,False,False,False,False,False,False
Cezar Ferreira,CB Dollaway,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Mario Yamasaki,Blue,KO/TKO,Punch,1,False,Middleweight,3,False,-2.54,-1,5.08,-380,29,26-30,Southpaw,340,30,26-30,Orthodox,0.5,52.5,18.75,2.0,1.5,0.25,268.5,0.0,107.14,49.23,6.94,2.78,0.24,265.2,True,False,False,False,False,False,False,False
Fabio Maldonado,Gian Villante,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Herb Dean,Red,U-DEC,,3,False,Light Heavyweight,3,False,-5.08,6,-2.54,260,34,31-35,Orthodox,-290,28,31-35,Orthodox,0.03,143.16,81.09,0.66,0.31,0.62,87.69,0.5,66.0,35.5,2.5,0.5,0.0,62.0,False,False,False,False,False,False,False,False
Francimar Barroso,Hans Stringer,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Mario Yamasaki,Blue,S-DEC,,3,False,Light Heavyweight,3,False,-5.08,8,5.08,-135,34,31-35,Orthodox,125,26,31-35,Orthodox,0.0,63.0,31.0,5.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Godofredo Pepey,Noad Lahat,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Wernei Cardoso,Red,KO/TKO,Flying Knee,1,False,Featherweight,3,False,-5.08,-3,10.16,285,26,26-30,Orthodox,-315,29,26-30,Orthodox,0.0,25.62,11.0,2.12,0.25,0.12,60.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Jussier Formiga,Scott Jorgensen,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Wernei Cardoso,Red,SUB,Rear Naked Choke,1,False,Flyweight,3,False,0.0,-3,2.54,170,28,26-30,Orthodox,-185,31,26-30,Orthodox,0.0,24.75,7.75,3.25,1.0,0.0,132.5,0.0,102.23,41.42,4.69,0.84,0.62,201.97,False,False,True,False,True,False,False,False
Mauricio Rua,Dan Henderson,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Herb Dean,Blue,KO/TKO,Punch,3,False,Light Heavyweight,5,False,5.08,-11,5.08,-165,32,31-35,Orthodox,155,43,31-35,Orthodox,0.58,31.9,17.48,1.39,0.53,0.16,85.8,0.1,46.08,19.86,0.75,0.26,0.07,39.66,False,False,True,False,True,False,False,False
Michel Prazeres,Mairbek Taisumov,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Mario Yamasaki,Red,U-DEC,,3,False,Lightweight,3,False,-7.62,7,-15.24,285,32,31-35,Orthodox,-315,25,31-35,Orthodox,0.0,53.0,24.5,13.5,5.0,0.0,399.0,0.0,87.0,33.0,7.0,5.0,0.0,229.0,False,True,False,False,False,False,False,False
Ronny Markes,Thiago Santos,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Mario Yamasaki,Blue,KO/TKO,Kick,1,False,Middleweight,3,False,-2.54,-5,-2.54,-840,25,21-25,Orthodox,660,30,21-25,Orthodox,0.0,58.38,23.0,7.5,2.5,0.5,293.38,0.0,1.0,0.0,1.0,0.0,0.0,4.0,False,False,False,False,False,False,False,False
Rony Jason,Steven Siler,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Wernei Cardoso,Red,KO/TKO,Punch,1,False,Featherweight,3,False,-10.16,3,0.0,-185,30,26-30,Orthodox,170,27,26-30,Orthodox,0.0,26.0,12.5,0.38,0.12,0.38,34.88,0.25,65.16,22.95,0.7,0.17,1.89,79.45,False,False,False,False,False,False,False,False
Thiago Perpetuo,Kenny Robertson,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,3,2014,MALE,Natal,Rio Grande do Norte,Brazil,Herb Dean,Blue,SUB,Rear Naked Choke,1,False,Welterweight,3,False,0.0,-4,-7.62,-135,26,26-30,Orthodox,125,30,26-30,Orthodox,1.0,61.0,43.0,2.5,1.0,0.0,170.0,0.0,73.5,39.88,4.0,0.75,0.5,251.12,False,False,False,False,False,False,False,False
Alan Omer,Jim Alers,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Marc Goddard,Blue,S-DEC,,3,False,Featherweight,3,False,2.54,-2,0.0,210,25,21-25,Orthodox,-230,27,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Clay Guida,Tatsuya Kawajiri,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Marc Goddard,Red,U-DEC,,3,False,Featherweight,3,False,0.0,-3,2.54,-140,32,31-35,Orthodox,130,35,31-35,Orthodox,0.0,124.26,22.39,4.91,1.11,0.29,173.01,0.0,36.0,32.0,12.0,3.0,1.0,248.0,False,True,True,False,True,False,False,False
Jared Rosholt,Daniel Omielanczuk,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Marc Goddard,Red,U-DEC,,3,False,Heavyweight,3,False,5.08,-4,2.54,-280,27,26-30,Orthodox,255,31,26-30,Southpaw,0.0,105.0,33.0,2.0,1.0,0.0,228.0,1.0,73.0,49.0,5.0,2.0,1.0,262.0,True,True,False,False,False,False,False,False
John Howard,Ryan LaFlare,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Leon Roberts,Blue,U-DEC,,3,False,Welterweight,3,False,-15.24,1,-7.62,365,31,31-35,Orthodox,-410,30,31-35,Southpaw,0.01,73.54,37.45,10.62,2.7,0.29,291.7,0.25,168.0,62.0,8.0,4.75,0.75,283.0,False,True,False,False,False,False,False,False
Minotauro Nogueira,Roy Nelson,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Leon Roberts,Blue,,,,False,Heavyweight,5,False,7.62,0,12.7,150,37,36-40,Orthodox,-160,37,36-40,Orthodox,0.34,41.04,16.48,1.56,0.27,0.93,143.78,0.22,78.92,16.83,0.35,0.02,0.02,23.44,False,False,True,False,True,False,False,False
Ramsey Nijem,Beneil Dariush,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Neil Hall,Red,KO/TKO,Punches,1,False,Lightweight,3,False,2.54,2,7.62,235,26,26-30,Orthodox,-255,24,26-30,Southpaw,0.06,70.38,28.08,5.06,3.34,0.56,208.88,1.0,21.0,9.0,0.0,0.0,1.0,43.0,False,True,False,False,False,False,False,False
Thales Leites,Trevor Smith,UFC Fight Night: Minotauro vs Nelson,2014-04-11,4,2014,MALE,Abu Dhabi,,United Arab Emirates,Neil Hall,Red,KO/TKO,Punch,1,False,Middleweight,3,False,-5.08,-1,7.62,-545,32,31-35,Orthodox,465,33,31-35,Orthodox,0.02,57.76,26.63,8.79,3.38,0.84,530.21,0.0,115.0,72.0,6.5,1.0,1.0,146.0,False,False,False,False,False,False,False,False
Chad Laprise,Olivier Aubin-Mercier,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Yves Lavigne,Red,S-DEC,,3,True,Welterweight,3,False,2.54,2,2.54,145,27,26-30,Orthodox,-155,25,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Dustin Poirier,Akira Corassani,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Dan Miragliotta,Red,KO/TKO,Punch,2,False,Featherweight,3,False,2.54,-6,10.16,-1050,25,21-25,Southpaw,850,31,21-25,Orthodox,1.0,94.44,47.59,2.96,0.79,0.62,176.71,0.0,45.75,23.75,1.5,0.5,0.0,68.0,False,True,True,False,False,False,False,False
George Roop,Dustin Kimura,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Philippe Chartier,Red,U-DEC,,3,False,Bantamweight,3,False,15.24,8,2.54,-155,32,31-35,Orthodox,145,24,31-35,Orthodox,0.27,77.55,31.6,2.51,0.81,0.12,123.45,0.0,29.5,8.25,0.5,0.0,2.0,16.75,False,False,False,False,False,False,False,False
Mark Bocek,Mike de la Torre,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Yves Lavigne,Red,S-DEC,,3,False,Lightweight,3,False,-7.62,5,10.16,-660,32,31-35,Orthodox,540,27,31-35,Orthodox,0.0,70.77,35.19,10.01,2.25,0.7,377.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Michael Bisping,Tim Kennedy,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Yves Lavigne,Blue,U-DEC,,5,False,Middleweight,5,False,5.08,1,2.54,-200,35,31-35,Orthodox,185,34,31-35,Orthodox,0.02,163.35,65.19,2.25,0.62,0.0,61.17,0.5,61.5,33.5,2.0,1.0,0.0,186.5,False,True,True,False,True,False,False,False
Mitch Gagnon,Tim Gorman,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Dan Miragliotta,Red,U-DEC,,3,False,Bantamweight,3,False,0.0,-1,-7.62,-315,29,26-30,Southpaw,285,30,26-30,Southpaw,0.25,47.5,21.5,2.25,0.75,0.75,78.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Nordine Taleb,Vik Grujic,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Dan Miragliotta,Red,U-DEC,,3,False,Middleweight,3,False,5.08,-5,2.54,-235,32,31-35,Orthodox,215,37,31-35,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Patrick Cote,Kyle Noke,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Dan Miragliotta,Red,U-DEC,,3,False,Welterweight,3,False,-5.08,0,-12.7,185,34,31-35,Orthodox,-200,34,31-35,Southpaw,0.01,96.46,47.53,3.37,0.06,0.03,125.14,0.53,29.44,16.59,2.31,1.03,0.38,86.59,False,False,False,False,False,False,False,False
Richard Walsh,Chris Indich,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Philippe Chartier,Red,U-DEC,,3,False,Welterweight,3,False,5.08,-1,0.0,-230,25,21-25,Orthodox,210,26,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Ryan Jimmo,Sean O'Connell,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Dan Miragliotta,Red,KO/TKO,Punch,1,False,Light Heavyweight,3,False,0.0,2,-2.54,-660,32,31-35,Orthodox,540,30,31-35,Orthodox,0.5,54.5,38.75,1.25,0.25,0.0,299.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Sam Stout,KJ Noons,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Philippe Chartier,Blue,KO/TKO,Punch,1,False,Welterweight,3,False,-2.54,-2,-5.08,-105,29,26-30,Orthodox,-105,31,26-30,Orthodox,0.01,200.04,58.44,2.45,1.25,0.5,100.41,0.0,144.5,49.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Sarah Kaufman,Leslie Smith,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,FEMALE,Quebec City,Quebec,Canada,Yves Lavigne,Red,U-DEC,,3,False,Women's Bantamweight,3,False,-10.16,-3,2.54,-265,28,26-30,Orthodox,245,31,26-30,Orthodox,0.0,214.0,87.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False
Sheldon Westcott,Elias Theodorou,UFC Fight Night: Bisping vs Kennedy,2014-04-16,4,2014,MALE,Quebec City,Quebec,Canada,Philippe Chartier,Blue,KO/TKO,Elbows,2,True,Middleweight,3,False,0.0,4,-10.16,175,29,26-30,Southpaw,-190,25,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Brad Tavares,Yoel Romero,UFC on FOX: Werdum vs Browne,2014-04-19,4,2014,MALE,Orlando,Florida,USA,Jorge Ortiz,Blue,U-DEC,,3,False,Middleweight,3,False,2.54,-10,2.54,-145,26,26-30,Orthodox,135,36,26-30,Southpaw,0.01,124.3,51.42,5.73,1.41,0.0,151.04,0.5,76.0,45.5,2.5,0.0,0.0,39.5,False,True,True,False,True,False,False,False
Caio Magalhaes,Luke Zachrich,UFC on FOX: Werdum vs Browne,2014-04-19,4,2014,MALE,Orlando,Florida,USA,John McCarthy,Red,KO/TKO,Punch,1,False,Middleweight,3,False,-2.54,-6,-2.54,-295,26,26-30,Orthodox,265,32,26-30,Orthodox,0.0,63.75,26.75,5.25,0.75,1.25,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Derrick Lewis,Jack May,UFC on FOX: Werdum vs Browne,2014-04-19,4,2014,MALE,Orlando,Florida,USA,John McCarthy,Red,KO/TKO,Punches,1,False,Heavyweight,3,False,-12.7,-4,0.0,-290,29,26-30,Orthodox,260,33,26-30,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Donald Cerrone,Edson Barboza,UFC on FOX: Werdum vs Browne,2014-04-19,4,2014,MALE,Orlando,Florida,USA,Jorge Alonso,Red,SUB,Rear Naked Choke,1,False,Lightweight,3,False,5.08,3,-5.08,160,31,31-35,Orthodox,-170,28,31-35,Orthodox,0.77,57.69,27.22,1.59,1.13,0.25,67.94,0.94,99.16,40.71,0.55,0.03,0.5,33.84,False,False,True,False,True,False,False,False
