r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,r_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Song Kenan,Alex Morono,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,MALE,Beijing,,China,Marc Goddard,Blue,,,,False,Welterweight,3,False,2.54,0,-2.54,-140,28,26-30,Orthodox,120,28,26-30,Orthodox,1.0,42.5,23.0,0.0,0.0,0.0,5.0,0.31,71.53,24.12,0.09,0.0,0.78,57.5,True,False,False,False,False,False,False,False
Song Yadong,Vince Morales,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,MALE,Beijing,,China,Marc Goddard,Red,U-DEC,,3,False,Bantamweight,3,False,2.54,-8,-7.62,-550,20,16-20,Orthodox,425,28,16-20,Orthodox,1.0,64.5,23.5,0.5,0.5,1.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Su Mudaerji,Louis Smolka,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,MALE,Beijing,,China,Thomas Fan,Blue,SUB,Armbar,2,False,Bantamweight,3,False,-2.54,-5,10.16,150,22,21-25,Southpaw,-170,27,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.44,40.62,2.01,0.46,0.92,69.92,True,False,False,False,False,False,False,False
Weili Zhang,Jessica Aguilar,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,FEMALE,Beijing,,China,Peter Hickmott,Red,SUB,Armbar,1,False,Women's Strawweight,3,False,2.54,-7,0.0,-550,29,26-30,Switch,425,36,26-30,Orthodox,0.0,194.0,77.0,2.0,1.0,0.0,48.0,0.0,173.25,95.75,5.0,1.0,0.0,155.75,True,False,False,False,False,False,False,False
Wu Yanan,Lauren Mueller,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,FEMALE,Beijing,,China,John Sharp,Red,,,,False,Women's Flyweight,3,False,7.62,-5,-2.54,290,22,21-25,Orthodox,-350,27,21-25,Orthodox,0.0,51.0,22.0,2.0,1.0,0.0,238.0,0.0,156.0,58.0,2.0,2.0,0.0,168.0,False,True,False,False,False,False,False,False
Yan Xiaonan,Syuri Kondo,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,11,2018,FEMALE,Beijing,,China,John Sharp,Red,,,,False,Women's Strawweight,3,False,2.54,0,-7.62,-360,29,26-30,Orthodox,300,29,26-30,Orthodox,0.0,219.0,83.5,0.0,0.0,0.0,1.5,0.0,143.5,68.5,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
Darren Stewart,Edmen Shahbazyan,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Mark Smith,Blue,S-DEC,,3,False,Middleweight,3,False,-5.08,6,-0.04,100,27,26-30,Orthodox,-120,21,26-30,Orthodox,0.75,66.09,26.19,1.03,0.56,0.0,72.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Ji Yeon Kim,Antonina Shevchenko,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,FEMALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,U-DEC,,3,False,Women's Flyweight,3,False,-2.54,-5,12.7,235,29,26-30,Orthodox,-275,34,26-30,Southpaw,0.0,214.75,68.5,0.25,0.0,0.0,91.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Joseph Benavidez,Alex Perez,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,KO/TKO,Punches,1,False,Flyweight,3,False,-5.08,8,0.0,100,34,31-35,Southpaw,-120,26,31-35,Orthodox,0.0,191.97,61.67,7.3,1.16,0.01,157.05,0.5,111.5,55.25,4.75,1.75,0.75,160.5,False,True,True,False,True,False,False,False
Juan Espino,Justin Frazier,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Mark Smith,Red,SUB,Armbar,1,True,Heavyweight,4,False,10.16,9,17.78,-175,38,36-40,Orthodox,155,29,36-40,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Julija Stoliarenko,Leah Letson,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,FEMALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,S-DEC,,3,False,Women's Featherweight,3,False,0.0,-1,-12.7,170,25,21-25,Orthodox,-200,26,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Maurice Greene,Michel Batista,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Mark Smith,Red,SUB,Triangle Choke,1,False,Heavyweight,3,False,10.16,-2,4.28,-140,32,31-35,Orthodox,120,34,31-35,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Pannie Kianzad,Macy Chiasson,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,FEMALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,SUB,Rear Naked Choke,2,True,Women's Featherweight,4,False,-10.16,-1,-10.16,-115,26,26-30,Orthodox,-105,27,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Pedro Munhoz,Bryan Caraway,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,KO/TKO,Kick,1,False,Bantamweight,3,False,-5.08,-2,-7.62,-290,32,31-35,Orthodox,245,34,31-35,Orthodox,1.5,185.51,84.04,3.22,0.46,0.74,161.13,0.0,127.36,43.12,15.38,1.52,0.09,276.66,False,False,True,False,True,False,False,False
Rafael Dos Anjos,Kamaru Usman,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,U-DEC,,5,False,Welterweight,5,False,-10.16,3,-15.24,270,34,31-35,Southpaw,-330,31,31-35,Switch,0.0,194.24,106.91,5.28,2.1,0.19,229.13,0.69,144.25,56.48,5.62,2.33,0.04,383.16,False,True,True,False,True,False,False,False
Raoni Barcelos,Chris Gutierrez,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,SUB,Rear Naked Choke,2,False,Bantamweight,3,False,-5.08,4,-5.08,-550,31,31-35,Orthodox,425,27,31-35,Orthodox,1.0,146.0,82.0,4.0,3.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Rick Glenn,Kevin Aguilar,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,U-DEC,,3,False,Featherweight,3,False,12.7,-1,-7.62,-125,29,26-30,Southpaw,105,30,26-30,Orthodox,0.12,135.81,52.12,2.75,0.5,0.62,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Roosevelt Roberts,Darrell Horcher,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,SUB,Guillotine Choke,1,False,Lightweight,3,False,10.16,-7,7.62,-340,24,21-25,Orthodox,280,31,21-25,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.25,28.75,0.5,0.5,0.5,158.0,True,False,False,False,False,False,False,False
Tim Means,Ricky Rainey,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,11,2018,MALE,Las Vegas,Nevada,USA,Mark Smith,Red,KO/TKO,Punches,1,False,Welterweight,3,False,2.54,-1,-5.08,-340,34,31-35,Orthodox,280,35,31-35,Switch,0.51,221.67,97.97,0.36,0.04,0.0,51.4,0.0,44.0,19.0,1.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False
Alex Gorgees,Damir Ismagulov,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Neil Swailes,Blue,U-DEC,,3,False,Lightweight,3,False,10.16,-4,-0.04,425,23,21-25,Switch,-550,27,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Elias Garcia,Kai Kara-France,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Greg Kleynjans,Blue,U-DEC,,3,False,Flyweight,3,False,0.0,1,-5.08,300,26,26-30,Southpaw,-360,25,26-30,Orthodox,0.0,54.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Jake Matthews,Anthony Rocco Martin,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Jim Perdios,Blue,SUB,Anaconda Choke,3,False,Welterweight,3,False,-2.54,-4,0.0,-150,24,21-25,Orthodox,130,28,21-25,Orthodox,0.5,52.73,27.01,3.18,1.71,0.79,160.3,1.0,95.0,40.78,0.47,0.16,1.22,183.91,False,False,False,False,False,False,False,False
Jimmy Crute,Paul Craig,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Steve Perceval,Red,SUB,Kimura,3,False,Light Heavyweight,3,False,-2.54,-9,-5.08,-290,22,21-25,Orthodox,245,31,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38,18.62,4.38,1.12,0.88,70.25,True,False,False,False,False,False,False,False
Junior Dos Santos,Tai Tuivasa,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Herb Dean,Red,KO/TKO,Punches,2,False,Heavyweight,5,False,5.08,9,5.08,-160,34,31-35,Orthodox,140,25,31-35,Southpaw,0.05,175.54,84.57,0.56,0.04,0.02,3.75,0.75,81.75,42.0,0.5,0.0,0.0,74.25,False,True,True,False,True,False,False,False
Keita Nakamura,Salim Touahri,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Jim Perdios,Red,S-DEC,,3,False,Welterweight,3,False,2.54,5,2.54,-155,34,31-35,Southpaw,135,29,31-35,Orthodox,0.09,81.18,25.76,4.14,2.26,0.11,132.82,0.0,74.0,35.0,0.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False
Mark Hunt,Justin Willis,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Herb Dean,Blue,U-DEC,,3,False,Heavyweight,3,False,-7.62,13,-15.24,-110,44,41-45,Orthodox,-110,31,41-45,Southpaw,0.28,42.41,16.06,0.0,0.0,0.0,2.25,0.75,88.25,56.5,2.0,1.25,0.0,141.5,False,True,True,False,True,False,False,False
Mauricio Rua,Tyson Pedro,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Steve Perceval,Red,KO/TKO,Punches,3,False,Light Heavyweight,3,False,-5.08,10,-7.62,415,37,36-40,Orthodox,-525,27,36-40,Orthodox,0.79,70.09,35.9,1.12,0.65,0.0,23.36,0.56,21.12,13.06,2.38,0.12,0.81,61.88,False,False,True,False,True,False,False,False
Mizuto Hirota,Christos Giagos,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Steve Perceval,Blue,U-DEC,,3,False,Lightweight,3,False,-7.62,9,-10.16,310,37,36-40,Orthodox,-370,28,36-40,Orthodox,0.0,176.09,64.31,3.0,0.91,0.0,100.97,0.0,66.88,18.75,1.12,0.12,0.12,66.38,False,False,False,False,False,False,False,False
Suman Mokhtarian,Sodiq Yusuff,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Greg Kleynjans,Blue,KO/TKO,Punches,1,False,Featherweight,3,False,2.54,1,-10.16,450,26,26-30,Orthodox,-600,25,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Wilson Reis,Ben Nguyen,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Herb Dean,Red,U-DEC,,3,False,Flyweight,3,False,-2.54,3,0.0,125,33,31-35,Southpaw,-145,30,31-35,Switch,0.0,66.14,12.62,10.2,4.64,0.16,276.96,0.19,69.06,25.81,0.41,0.25,0.38,47.34,False,False,True,False,True,False,False,False
Yushin Okami,Aleksei Kunchenko,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,12,2018,MALE,Adelaide,South Australia,Australia,Neil Swailes,Blue,U-DEC,,3,False,Welterweight,3,False,15.24,3,12.7,250,37,36-40,Southpaw,-300,34,36-40,Orthodox,0.0,19.96,11.37,7.35,3.28,0.25,414.74,0.0,153.0,44.0,2.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False
Alex Oliveira,Gunnar Nelson,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Jerin Valel,Blue,SUB,Rear Naked Choke,2,False,Welterweight,3,False,0.0,0,10.16,135,30,26-30,Orthodox,-155,30,26-30,Switch,0.33,34.05,19.03,1.97,1.25,0.35,99.09,0.03,16.11,9.53,0.9,0.6,0.42,91.04,False,False,True,False,True,False,False,False
Brad Katona,Matthew Lopez,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Brian Beauchamp,Red,U-DEC,,3,False,Bantamweight,3,False,-2.54,-5,-12.7,-160,26,26-30,Orthodox,140,31,26-30,Southpaw,0.0,111.0,71.0,7.0,2.0,0.0,499.0,0.0,53.88,27.62,5.06,2.25,1.19,152.38,True,False,False,False,False,False,False,False
Chad Laprise,Dhiego Lima,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Graham Bettes,Blue,KO/TKO,Punch,1,False,Welterweight,3,False,-10.16,3,-7.62,-400,32,31-35,Orthodox,325,29,31-35,Orthodox,0.25,58.11,25.7,0.91,0.39,0.0,68.83,0.25,21.09,10.03,0.31,0.19,0.12,20.78,False,False,False,False,False,False,False,False
Claudia Gadelha,Nina Ansaroff,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,FEMALE,Toronto,Ontario,Canada,Jerin Valel,Blue,U-DEC,,3,False,Women's Strawweight,3,False,-2.54,-3,-2.54,-310,30,26-30,Orthodox,255,33,26-30,Orthodox,0.03,73.64,31.09,5.52,2.78,1.21,210.6,0.0,163.06,73.44,0.56,0.19,0.38,101.12,False,False,True,False,True,False,False,False
Devin Clark,Aleksandar Rakic,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Brian Beauchamp,Blue,KO/TKO,Spinning Back Fist,1,False,Light Heavyweight,3,False,-10.16,2,-7.62,435,28,26-30,Orthodox,-570,26,26-30,Orthodox,0.06,63.56,41.06,7.31,4.12,0.06,434.69,0.5,147.0,75.0,2.0,1.5,0.0,376.5,False,True,False,False,False,False,False,False
Diego Ferreira,Kyle Nelson,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Ivan Svec,Red,KO/TKO,Punches,2,False,Lightweight,3,False,-5.08,6,7.62,-550,33,31-35,Orthodox,425,27,31-35,Switch,0.53,82.81,35.56,1.59,0.03,0.09,81.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Elias Theodorou,Eryk Anders,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Jerin Valel,Red,S-DEC,,3,False,Middleweight,3,False,0.0,-1,0.0,-125,30,26-30,Orthodox,105,31,26-30,Southpaw,0.0,156.57,76.98,1.52,0.49,0.0,188.74,0.56,77.0,36.88,7.0,3.56,0.5,255.0,False,False,True,False,False,False,False,False
Hakeem Dawodu,Kyle Bochniak,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Yves Lavigne,Red,S-DEC,,3,False,Featherweight,3,False,2.54,-4,7.62,-200,27,26-30,Orthodox,170,31,26-30,Orthodox,0.0,86.5,39.0,0.5,0.0,0.0,23.0,0.06,138.12,38.44,5.25,0.88,0.0,81.94,False,False,False,False,False,False,False,False
Jimi Manuwa,Thiago Santos,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Todd Ronald Anderson,Blue,KO/TKO,Punch,2,False,Light Heavyweight,3,False,-2.54,4,7.62,160,38,36-40,Orthodox,-185,34,36-40,Orthodox,0.19,63.21,23.1,1.24,0.01,0.06,14.45,0.17,127.96,74.71,2.33,1.26,0.25,215.95,False,False,True,False,False,False,False,False
Katlyn Chookagian,Jessica Eye,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,FEMALE,Toronto,Ontario,Canada,Todd Ronald Anderson,Blue,S-DEC,,3,False,Women's Flyweight,3,False,7.62,-3,5.08,-235,29,26-30,Orthodox,195,32,26-30,Orthodox,0.06,214.0,65.31,1.69,0.0,0.25,3.31,0.0,157.74,49.75,2.03,1.28,1.53,170.32,False,False,True,False,True,False,False,False
Max Holloway,Brian Ortega,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Yves Lavigne,Red,KO/TKO,,4,True,Featherweight,5,False,7.62,0,0.0,-110,27,26-30,Orthodox,-110,27,26-30,Switch,0.38,295.28,134.29,0.29,0.29,0.15,73.16,0.58,99.92,32.09,0.58,0.02,0.73,13.92,False,False,True,True,True,False,True,False
Olivier Aubin-Mercier,Gilbert Burns,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,MALE,Toronto,Ontario,Canada,Yves Lavigne,Blue,U-DEC,,3,False,Lightweight,3,False,-2.54,-3,-2.54,-135,29,26-30,Southpaw,115,32,26-30,Orthodox,0.25,33.64,19.44,4.37,1.68,0.6,185.77,0.38,52.83,23.55,1.94,0.9,0.05,40.71,False,False,False,False,False,False,False,False
Valentina Shevchenko,Joanna Jedrzejczyk,UFC 231: Holloway vs. Ortega,2018-12-08,12,2018,FEMALE,Toronto,Ontario,Canada,Todd Ronald Anderson,Red,U-DEC,,5,True,Women's Flyweight,5,False,-2.54,-1,2.54,-300,30,26-30,Southpaw,250,31,26-30,Orthodox,0.0,122.16,74.44,2.25,1.59,1.12,300.69,0.0,220.39,92.43,0.06,0.05,0.0,78.46,False,False,True,False,False,False,False,False
Adam Milstead,Mike Rodriguez,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Rob Hinds,Blue,KO/TKO,Knee,1,False,Light Heavyweight,3,False,-2.54,1,-15.24,-110,31,31-35,Orthodox,-110,30,31-35,Southpaw,0.0,95.75,43.75,0.0,0.0,0.0,5.0,0.0,66.0,40.0,0.0,0.0,0.0,38.0,False,False,False,False,False,False,False,False
Bobby Green,Drakkar Klose,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Keith Peterson,Blue,U-DEC,,3,False,Lightweight,3,False,2.54,2,2.54,210,32,31-35,Orthodox,-250,30,31-35,Orthodox,0.0,182.75,92.02,4.14,0.78,0.0,152.61,0.0,97.62,50.62,4.88,1.62,0.0,203.75,False,False,False,False,False,False,False,False
Chris de la Rocha,Juan Adams,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Joe Fipp,Blue,KO/TKO,Knee,3,False,Heavyweight,3,False,-5.08,13,0.0,375,39,36-40,Orthodox,-470,26,36-40,Orthodox,0.0,67.0,30.0,3.75,1.5,1.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Dan Ige,Jordan Griffin,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Joe Fipp,Red,U-DEC,,3,False,Featherweight,3,False,-7.62,-1,-2.54,-165,27,26-30,Orthodox,145,28,26-30,Southpaw,0.0,70.0,30.0,7.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Edson Barboza,Dan Hooker,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Rob Hinds,Red,KO/TKO,Punches,3,False,Lightweight,3,False,-2.54,4,0.0,-105,32,31-35,Orthodox,-115,28,31-35,Switch,0.13,98.99,42.69,0.63,0.09,0.0,9.6,1.32,46.43,25.43,0.46,0.26,0.64,39.64,False,False,True,False,True,False,False,False
Gerald Meerschaert,Jack Hermansson,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Robert Madrigal,Blue,SUB,Guillotine Choke,1,False,Middleweight,3,False,0.0,0,0.0,130,30,26-30,Southpaw,-150,30,26-30,Orthodox,0.25,79.38,37.44,3.12,1.88,1.12,93.31,0.0,49.97,28.12,2.38,1.72,0.5,103.06,False,False,False,False,False,False,False,False
Jared Gordon,Joaquim Silva,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Rob Hinds,Blue,KO/TKO,Punches,3,False,Lightweight,3,False,2.54,1,-2.54,-115,30,26-30,Orthodox,-105,29,26-30,Southpaw,0.0,91.25,46.0,3.75,1.5,0.0,161.0,0.12,106.75,39.38,0.12,0.0,0.25,31.75,False,False,False,False,False,False,False,False
Jim Miller,Charles Oliveira,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Keith Peterson,Blue,SUB,Rear Naked Choke,1,False,Lightweight,3,False,-5.08,6,-7.62,255,35,31-35,Southpaw,-310,29,31-35,Orthodox,0.0,41.13,20.71,2.17,1.04,0.61,50.63,0.0,41.64,19.73,2.76,1.51,1.14,81.12,False,False,False,False,False,False,False,False
Kevin Lee,Al Iaquinta,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Keith Peterson,Blue,U-DEC,,5,False,Lightweight,5,False,-2.54,-5,17.78,-335,26,26-30,Orthodox,275,31,26-30,Orthodox,0.0,159.93,90.11,6.99,3.19,0.26,576.85,0.64,111.56,37.03,1.88,0.08,0.02,6.62,False,False,True,False,True,False,False,False
Rob Font,Sergio Pettis,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Robert Madrigal,Red,U-DEC,,3,False,Bantamweight,3,False,5.08,6,5.08,-165,31,31-35,Orthodox,145,25,31-35,Orthodox,0.55,115.35,30.31,1.24,0.41,0.22,28.81,0.01,126.19,44.54,0.45,0.12,0.01,11.43,False,False,True,False,False,False,False,False
Trevor Smith,Zak Cummings,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Keith Peterson,Blue,U-DEC,,3,False,Middleweight,3,False,7.62,3,0.0,270,37,36-40,Orthodox,-330,34,36-40,Southpaw,0.31,80.84,42.75,8.03,2.8,0.14,411.56,0.05,89.86,27.68,0.44,0.11,0.66,87.86,False,False,False,False,False,False,False,False
Zak Ottow,Dwight Grant,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,12,2018,MALE,Milwaukee,Wisconsin,USA,Rob Hinds,Red,S-DEC,,3,False,Welterweight,3,False,-5.08,-3,-10.16,230,31,31-35,Orthodox,-270,34,31-35,Switch,0.75,36.44,14.84,2.28,0.62,0.53,172.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
BJ Penn,Ryan Hall,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,MALE,Los Angeles,California,USA,Ed Collantes,Blue,SUB,Heel Hook,1,False,Lightweight,3,False,-2.54,7,-2.54,365,40,36-40,Orthodox,-460,33,36-40,Southpaw,0.51,79.75,36.02,0.31,0.07,0.02,76.22,0.0,79.0,34.5,2.5,0.5,0.5,222.5,False,True,False,False,False,False,False,False
Brian Kelleher,Montel Jackson,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,MALE,Los Angeles,California,USA,Ed Collantes,Blue,SUB,D'Arce Choke,1,False,Bantamweight,3,False,-10.16,6,-22.86,155,32,31-35,Switch,-175,26,31-35,Southpaw,0.12,139.56,59.12,4.31,0.94,0.19,126.12,0.0,94.0,42.0,2.0,2.0,0.0,45.0,False,False,False,False,False,False,False,False
Carlos Condit,Michael Chiesa,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,MALE,Los Angeles,California,USA,Mike Beltran,Blue,SUB,Kimura,2,False,Welterweight,3,False,2.54,3,0.0,-105,34,31-35,Orthodox,-115,31,31-35,Southpaw,0.04,77.48,30.11,0.61,0.56,0.53,102.83,0.0,29.3,11.74,3.74,1.42,0.32,122.58,False,False,False,False,False,False,False,False
Cat Zingano,Megan Anderson,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,FEMALE,Los Angeles,California,USA,Marc Goddard,Blue,KO/TKO,Kick,1,False,Women's Featherweight,3,False,-15.24,8,-10.16,-130,36,36-40,Southpaw,120,28,36-40,Orthodox,0.0,61.12,34.97,6.12,3.5,0.12,362.88,0.0,58.0,26.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Chad Mendes,Alexander Volkanovski,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,MALE,Los Angeles,California,USA,Mark Smith,Blue,KO/TKO,Punches,2,False,Featherweight,3,False,0.0,3,-12.7,-140,33,31-35,Orthodox,120,30,31-35,Orthodox,0.64,33.57,18.6,1.33,0.67,0.02,65.81,1.06,129.69,85.31,9.12,2.56,1.5,321.19,False,True,True,False,True,False,False,False
Cris Cyborg,Amanda Nunes,UFC 232: Jones vs. Gustafsson 2,2018-12-29,12,2018,FEMALE,Los Angeles,California,USA,Marc Goddard,Blue,,,,True,Women's Featherweight,5,False,0.0,3,-2.54,-210,33,31-35,Orthodox,175,30,31-35,Orthodox,0.19,105.56,62.12,0.75,0.62,0.0,48.75,0.02,184.37,91.27,4.21,2.07,0.14,184.83,True,False,True,True,False,True,True,False
