r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
Ramsey Nijem,Joe Proctor,2012-12-08,12,2012,MALE,Seattle,Washington,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-230.0,24.0,Orthodox,190.0,27.0,Orthodox,False,False,False,False,False,False,False,True,21-25,26-30,2.54,7.62,-3.0
Raphael Assuncao,Mike Easton,2012-12-08,12,2012,MALE,Seattle,Washington,USA,U-DEC,,3.0,False,Bantamweight,3.0,0.0,250.0,30.0,Orthodox,-300.0,28.0,Southpaw,False,False,False,False,False,False,False,True,26-30,26-30,-2.54,-10.16,2.0
Scott Jorgensen,John Albert,2012-12-08,12,2012,MALE,Seattle,Washington,USA,SUB,Rear Naked Choke,1.0,False,Bantamweight,3.0,0.0,-280.0,30.0,Orthodox,240.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-5.08,4.0
Yves Edwards,Jeremy Stephens,2012-12-08,12,2012,MALE,Seattle,Washington,USA,KO/TKO,Punch,1.0,False,Lightweight,3.0,0.0,200.0,36.0,Southpaw,-240.0,26.0,Orthodox,False,False,False,False,False,False,False,False,36-40,26-30,2.54,5.08,10.0
Benny Alloway,Manuel Rodriguez,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,,,,False,Welterweight,3.0,0.0,-235.0,31.0,Orthodox,215.0,27.0,Orthodox,False,False,False,False,False,False,True,True,31-35,26-30,5.08,17.78,4.0
Brendan Loughnane,Mike Wilkinson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,U-DEC,,3.0,False,Lightweight,3.0,0.0,210.0,23.0,Switch,-230.0,25.0,Switch ,False,False,False,False,False,False,True,True,21-25,21-25,7.62,5.08,-2.0
Chad Mendes,Yaotzin Meza,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,KO/TKO,Punch,1.0,False,Featherweight,3.0,0.0,-1650.0,27.0,Orthodox,1300.0,31.0,Orthodox,False,False,False,False,False,False,False,True,26-30,31-35,-7.62,-20.32,-4.0
Colin Fletcher,Norman Parke,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,U-DEC,,3.0,True,Lightweight,3.0,0.0,116.0,29.0,Orthodox,-126.0,25.0,Southpaw,False,False,False,False,False,False,True,True,26-30,21-25,7.62,20.32,4.0
George Sotiropoulos,Ross Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,KO/TKO,Punch,3.0,False,Lightweight,5.0,0.0,190.0,35.0,Orthodox,-210.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,5.08,5.08,7.0
Hector Lombard,Rousimar Palhares,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,KO/TKO,Punches,1.0,False,Middleweight,3.0,0.0,-225.0,34.0,Southpaw,205.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,2.54,0.0,2.0
Mike Pierce,Seth Baczynski,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,U-DEC,,3.0,False,Welterweight,3.0,0.0,-400.0,32.0,Orthodox,355.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-17.78,-10.16,1.0
Nick Penner,Cody Donovan,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,KO/TKO,Punch,1.0,False,Light Heavyweight,3.0,0.0,-140.0,32.0,Southpaw,130.0,31.0,Orthodox,False,False,False,False,False,False,False,True,31-35,31-35,2.54,7.62,1.0
Robert Whittaker,Bradley Scott,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,,,,True,Welterweight,3.0,0.0,-235.0,21.0,Orthodox,215.0,23.0,Orthodox,False,False,False,False,False,False,True,True,21-25,21-25,-2.54,-7.62,-2.0
Colton Smith,Mike Ricci,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,True,Welterweight,4.0,0.0,270.0,25.0,Orthodox,-300.0,26.0,Southpaw,False,False,False,False,False,False,True,True,21-25,26-30,0.0,-15.24,-1.0
Dustin Poirier,Jonathan Brookins,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,SUB,D'Arce Choke,1.0,False,Featherweight,3.0,0.0,-270.0,23.0,Southpaw,248.0,27.0,Southpaw,False,False,False,False,False,False,False,False,21-25,26-30,-7.62,-2.54,-4.0
Jared Papazian,Tim Elliott,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Flyweight,3.0,0.0,175.0,24.0,Southpaw,-190.0,25.0,Southpaw,False,False,False,False,False,False,False,False,21-25,21-25,2.54,2.54,-1.0
Johnny Bedford,Marcos Vinicius,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,2.0,False,Bantamweight,3.0,0.0,-265.0,29.0,Orthodox,245.0,33.0,Orthodox,False,False,False,False,False,False,True,True,26-30,31-35,2.54,2.54,-4.0
Mike Pyle,James Head,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Knee,1.0,False,Welterweight,3.0,0.0,-130.0,37.0,Orthodox,120.0,28.0,Orthodox,False,False,False,False,False,False,False,False,36-40,26-30,-2.54,2.54,9.0
Mike Rio,John Cofer,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,SUB,Armbar,3.0,False,Lightweight,3.0,0.0,100.0,31.0,Orthodox,-110.0,28.0,Southpaw,False,False,False,False,False,False,True,False,31-35,26-30,2.54,-5.08,3.0
Pat Barry,Shane del Rosario,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,2.0,False,Heavyweight,3.0,0.0,220.0,33.0,Orthodox,-240.0,29.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,-12.7,-12.7,4.0
Reuben Duran,Hugo Viana,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,1.0,False,Bantamweight,3.0,0.0,-125.0,29.0,Orthodox,115.0,30.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,2.54,5.08,-1.0
Roy Nelson,Matt Mitrione,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,1.0,False,Heavyweight,5.0,0.0,-185.0,36.0,Orthodox,170.0,34.0,Switch,False,False,False,False,False,False,False,False,36-40,31-35,-7.62,-17.78,2.0
TJ Waldburger,Nick Catone,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,SUB,Triangle Choke,2.0,False,Welterweight,3.0,0.0,-105.0,24.0,Orthodox,-105.0,31.0,Southpaw,False,False,False,False,False,False,False,False,21-25,31-35,-2.54,7.62,-7.0
Vinc Pichel,Rustam Khabilov,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Slam,1.0,False,Lightweight,3.0,0.0,260.0,30.0,Orthodox,-290.0,26.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,5.08,-2.54,4.0
Brad Pickett,Eddie Wineland,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Bantamweight,3.0,0.0,145.0,34.0,Orthodox,-155.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,-2.54,6.0
Chris Cariaso,John Moraga,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,SUB,Guillotine Choke,3.0,False,Flyweight,3.0,0.0,130.0,31.0,Southpaw,-140.0,28.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-7.62,-7.62,3.0
Chris Leben,Derek Brunson,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,-144.0,32.0,Southpaw,134.0,28.0,Southpaw,False,False,False,False,False,False,False,True,31-35,26-30,-5.08,-7.62,4.0
Erik Perez,Byron Bloodworth,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,1.0,False,Bantamweight,3.0,0.0,-475.0,23.0,Orthodox,420.0,29.0,Orthodox,False,False,False,False,False,False,True,False,21-25,26-30,0.0,-2.54,-6.0
Jim Miller,Joe Lauzon,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-185.0,29.0,Southpaw,170.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,0.0,1.0
Junior Dos Santos,Cain Velasquez,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,5.0,True,Heavyweight,5.0,0.0,-190.0,28.0,Orthodox,175.0,30.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,7.62,0.0,-2.0
Leonard Garcia,Max Holloway,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Featherweight,3.0,0.0,380.0,33.0,Orthodox,-430.0,21.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,-2.54,0.0,12.0
Melvin Guillard,Jamie Varner,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,-140.0,29.0,Orthodox,130.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,-10.16,1.0
Michael Johnson,Myles Jury,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Lightweight,3.0,0.0,-255.0,26.0,Southpaw,235.0,24.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,0.0,0.0,2.0
Philip De Fries,Todd Duffee,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,1.0,False,Heavyweight,3.0,0.0,315.0,26.0,Orthodox,-345.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,5.08,7.62,-1.0
Tim Boetsch,Costas Philippou,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,,,,False,Middleweight,3.0,0.0,-145.0,31.0,Orthodox,135.0,33.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,2.54,2.54,-2.0
Yushin Okami,Alan Belcher,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Middleweight,3.0,0.0,105.0,31.0,Southpaw,-115.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,0.0,5.08,3.0
Daniel Sarafian,CB Dollaway,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,S-DEC,,3.0,False,Middleweight,3.0,0.0,-140.0,30.0,Orthodox,130.0,29.0,Orthodox,False,False,False,False,False,False,True,False,26-30,26-30,-12.7,-7.62,1.0
Diego Nunes,Nik Lentz,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,U-DEC,,3.0,False,Featherweight,3.0,0.0,-135.0,30.0,Orthodox,125.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-5.08,-2.54,2.0
Edson Barboza,Lucas Martins,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,KO/TKO,Punches,1.0,False,Lightweight,3.0,0.0,-320.0,26.0,Orthodox,290.0,24.0,Southpaw,False,False,False,False,False,False,False,True,26-30,21-25,-2.54,7.62,2.0
Francisco Trinaldo,CJ Keith,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,SUB,Arm Triangle,2.0,False,Lightweight,3.0,0.0,-440.0,34.0,Southpaw,390.0,26.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-7.62,-7.2,8.0
Gabriel Gonzaga,Ben Rothwell,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,SUB,Guillotine Choke,2.0,False,Heavyweight,3.0,0.0,-115.0,33.0,Orthodox,105.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-5.08,-5.08,2.0
Godofredo Pepey,Milton Vieira,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,S-DEC,,3.0,False,Featherweight,3.0,0.0,155.0,25.0,Orthodox,-165.0,34.0,Orthodox,False,False,False,False,False,False,False,False,21-25,31-35,-12.7,2.54,-9.0
Ronny Markes,Andrew Craig,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,U-DEC,,3.0,False,Middleweight,3.0,0.0,-315.0,24.0,Orthodox,285.0,27.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,0.0,-2.54,-3.0
Thiago Tavares,Khabib Nurmagomedov,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,KO/TKO,Elbows,1.0,False,Lightweight,3.0,0.0,175.0,28.0,Orthodox,-190.0,24.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,-7.62,-5.08,4.0
Vitor Belfort,Michael Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,KO/TKO,Kick,2.0,False,Middleweight,5.0,0.0,-121.0,35.0,Southpaw,111.0,33.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-2.54,-2.54,2.0
Wagner Prado,Ildemar Alcantara,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,SUB,Kneebar,2.0,False,Light Heavyweight,3.0,0.0,-215.0,26.0,Southpaw,195.0,30.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,-5.08,-10.16,-4.0
Anthony Pettis,Donald Cerrone,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,KO/TKO,Kick,1.0,False,Lightweight,3.0,0.0,-150.0,25.0,Orthodox,140.0,29.0,Orthodox,False,False,False,False,False,False,False,False,21-25,26-30,-7.62,-2.54,-4.0
Clay Guida,Hatsu Hioki,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,S-DEC,,3.0,False,Featherweight,3.0,0.0,-210.0,31.0,Orthodox,190.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-10.16,0.0,2.0
Demetrious Johnson,John Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,U-DEC,,5.0,True,Flyweight,5.0,0.0,-245.0,26.0,Orthodox,205.0,28.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,0.0,0.0,-2.0
Erik Koch,Ricardo Lamas,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,KO/TKO,Elbows,2.0,False,Featherweight,3.0,0.0,-225.0,24.0,Southpaw,205.0,30.0,Orthodox,False,False,False,False,False,False,True,True,21-25,26-30,5.08,0.0,-6.0
Mike Russow,Shawn Jordan,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,KO/TKO,,2.0,False,Heavyweight,3.0,0.0,-130.0,36.0,Orthodox,120.0,28.0,Southpaw,False,False,False,False,False,False,False,False,36-40,26-30,2.54,-5.08,8.0
Mike Stumpf,Pascal Krauss,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,250.0,26.0,Orthodox,-275.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,-7.62,-2.54,1.0
Rafael Natal,Sean Spencer,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,SUB,Arm Triangle,3.0,False,Middleweight,3.0,0.0,-235.0,30.0,Orthodox,215.0,25.0,Southpaw,False,False,False,False,False,False,False,True,26-30,21-25,5.08,2.54,5.0
Rampage Jackson,Glover Teixeira,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,,,,False,Light Heavyweight,3.0,0.0,215.0,34.0,Orthodox,-235.0,33.0,Orthodox,False,False,False,False,False,False,False,True,31-35,31-35,-2.54,-7.62,1.0
Ryan Bader,Vladimir Matyushenko,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,SUB,Guillotine Choke,1.0,False,Light Heavyweight,3.0,0.0,-525.0,29.0,Orthodox,450.0,42.0,Orthodox,False,False,False,False,False,False,False,False,26-30,41-45,5.08,0.0,-13.0
Simeon Thoresen,David Mitchell,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-230.0,28.0,Orthodox,210.0,33.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,2.54,7.62,-5.0
TJ Grant,Matt Wiman,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,KO/TKO,Elbows,1.0,False,Lightweight,3.0,0.0,-185.0,28.0,Orthodox,170.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,10.16,-1.0
Alistair Overeem,Antonio Silva,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,3.0,False,Heavyweight,3.0,0.0,-440.0,32.0,Orthodox,390.0,33.0,Orthodox,False,False,False,False,False,False,True,False,31-35,31-35,0.0,0.0,-1.0
Chico Camus,Dustin Kimura,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,SUB,Rear Naked Choke,3.0,False,Bantamweight,3.0,0.0,-135.0,28.0,Orthodox,125.0,23.0,Orthodox,False,False,False,False,False,False,True,True,26-30,21-25,-2.54,-12.7,5.0
Edwin Figueroa,Francisco Rivera,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,KO/TKO,Punches,2.0,False,Bantamweight,3.0,0.0,275.0,28.0,Orthodox,-305.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-2.54,2.54,-3.0
Gleison Tibau,Evan Dunham,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,125.0,29.0,Southpaw,-135.0,31.0,Southpaw,False,False,False,False,False,False,False,False,26-30,31-35,0.0,2.54,-2.0
Jacob Volkmann,Bobby Green,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,SUB,Rear Naked Choke,3.0,False,Lightweight,3.0,0.0,-430.0,32.0,Southpaw,380.0,26.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-2.54,0.0,6.0
Jon Fitch,Demian Maia,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-171.0,34.0,Orthodox,161.0,35.0,Southpaw,False,False,False,False,False,False,False,False,31-35,31-35,-2.54,10.16,-1.0
Jose Aldo,Frankie Edgar,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,U-DEC,,5.0,True,Featherweight,5.0,0.0,-175.0,26.0,Orthodox,165.0,31.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,2.54,5.08,-5.0
Joseph Benavidez,Ian McCall,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Flyweight,3.0,0.0,-210.0,28.0,Southpaw,190.0,28.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,2.54,0.0
Rashad Evans,Rogerio Nogueira,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-525.0,33.0,Orthodox,450.0,36.0,Southpaw,False,False,False,False,False,False,False,False,31-35,36-40,-5.08,0.0,-3.0
Tyron Woodley,Jay Hieron,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,KO/TKO,Punch,1.0,False,Welterweight,3.0,0.0,-160.0,30.0,Orthodox,150.0,36.0,Orthodox,False,False,False,False,False,False,True,False,26-30,36-40,-7.62,-2.54,-6.0
Yves Edwards,Isaac Vallie-Flagg,2013-02-02,2,2013,MALE,Las Vegas,Nevada,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,-215.0,36.0,Southpaw,195.0,34.0,Orthodox,False,False,False,False,False,False,False,True,36-40,31-35,2.54,12.7,2.0
Andy Ogle,Josh Grispi,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Featherweight,3.0,0.0,145.0,24.0,Orthodox,-155.0,24.0,Orthodox,False,False,False,False,False,False,False,False,21-25,21-25,-7.62,-12.7,0.0
Cub Swanson,Dustin Poirier,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Featherweight,3.0,0.0,100.0,29.0,Orthodox,-110.0,24.0,Southpaw,True,False,True,False,False,False,False,False,26-30,21-25,-2.54,-5.08,5.0
Gunnar Nelson,Jorge Santiago,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Welterweight,3.0,0.0,-330.0,24.0,Switch,300.0,32.0,Orthodox,False,False,False,False,False,False,True,False,21-25,31-35,-5.08,-5.08,-8.0
James Te Huna,Ryan Jimmo,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-230.0,31.0,Orthodox,190.0,31.0,Orthodox,False,False,False,False,False,False,False,True,31-35,31-35,2.54,5.08,0.0
Jimi Manuwa,Cyrille Diabate,2013-02-16,2,2013,MALE,London,England,United Kingdom,KO/TKO,,1.0,False,Light Heavyweight,3.0,0.0,-200.0,32.0,Orthodox,185.0,39.0,Southpaw,False,False,False,False,False,False,True,False,31-35,36-40,-12.7,-5.08,-7.0
Paul Sass,Danny Castillo,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Lightweight,3.0,0.0,-107.0,24.0,Orthodox,-103.0,33.0,Orthodox,False,False,False,False,False,False,False,False,21-25,31-35,7.62,5.08,-9.0
Phil Harris,Ulysses Gomez,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Flyweight,3.0,0.0,185.0,29.0,Orthodox,-200.0,29.0,Orthodox,False,False,True,False,False,False,False,False,26-30,26-30,-5.08,-5.08,0.0
Renan Barao,Michael McDonald,2013-02-16,2,2013,MALE,London,England,United Kingdom,SUB,Arm Triangle,4.0,True,Bantamweight,5.0,0.0,-295.0,26.0,Orthodox,265.0,22.0,Orthodox,True,False,True,False,False,False,True,True,26-30,21-25,-7.62,0.0,4.0
Terry Etim,Renee Forte,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Lightweight,3.0,0.0,-355.0,27.0,Orthodox,320.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,15.24,5.08,2.0
Tom Watson,Stanislav Nedkov,2013-02-16,2,2013,MALE,London,England,United Kingdom,KO/TKO,Knee,2.0,False,Middleweight,3.0,0.0,-110.0,30.0,Orthodox,100.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,5.08,5.08,-1.0
Vaughan Lee,Motonobu Tezuka,2013-02-16,2,2013,MALE,London,England,United Kingdom,U-DEC,,3.0,False,Bantamweight,3.0,0.0,-127.0,30.0,Orthodox,117.0,25.0,Southpaw,False,False,False,False,False,False,False,False,26-30,21-25,-2.54,0.0,5.0
Brendan Schaub,Lavar Johnson,2013-02-23,2,2013,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Heavyweight,3.0,0.0,-105.0,29.0,Orthodox,-105.0,35.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,0.0,-10.16,-6.0
Court McGee,Josh Neer,2013-02-23,2,2013,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,-370.0,28.0,Orthodox,330.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,7.62,-1.0
Dennis Bermudez,Matt Grice,2013-02-23,2,2013,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Featherweight,3.0,0.0,-410.0,26.0,Orthodox,365.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-5.08,-10.16,-5.0
Jon Manley,Neil Magny,2013-02-23,2,2013,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,135.0,26.0,Orthodox,-145.0,25.0,Orthodox,False,False,False,False,False,False,True,True,26-30,21-25,-5.08,-12.7,1.0
Josh Koscheck,Robbie Lawler,2013-02-23,2,2013,MALE,Anaheim,California,USA,KO/TKO,Punches,1.0,False,Welterweight,3.0,0.0,-310.0,35.0,Orthodox,280.0,30.0,Southpaw,True,False,False,False,False,False,False,False,31-35,26-30,-2.54,-2.54,5.0
Kenny Robertson,Brock Jardine,2013-02-23,2,2013,MALE,Anaheim,California,USA,SUB,Kneebar,1.0,False,Welterweight,3.0,0.0,135.0,29.0,Orthodox,-145.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,2.54,2.0
Lyoto Machida,Dan Henderson,2013-02-23,2,2013,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Light Heavyweight,3.0,0.0,-192.0,34.0,Southpaw,177.0,42.0,Orthodox,True,False,True,True,False,False,False,False,31-35,41-45,5.08,0.0,-8.0
Michael Chiesa,Anton Kuivanen,2013-02-23,2,2013,MALE,Anaheim,California,USA,SUB,Rear Naked Choke,2.0,False,Lightweight,3.0,0.0,-190.0,25.0,Southpaw,175.0,28.0,Orthodox,False,False,False,False,False,False,True,False,21-25,26-30,12.7,7.62,-3.0
Nah-Shon Burrell,Yuri Villefort,2013-02-23,2,2013,MALE,Anaheim,California,USA,U-DEC,,3.0,False,Welterweight,3.0,0.0,145.0,23.0,Orthodox,-155.0,21.0,Orthodox,False,False,False,False,False,False,True,True,21-25,21-25,-2.54,0.0,2.0
Ronda Rousey,Liz Carmouche,2013-02-23,2,2013,FEMALE,Anaheim,California,USA,SUB,Armbar,1.0,True,Women's Bantamweight,5.0,0.0,-900.0,26.0,Orthodox,700.0,29.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,2.54,5.08,-3.0
Sam Stout,Caros Fodor,2013-02-23,2,2013,MALE,Anaheim,California,USA,S-DEC,,3.0,False,Lightweight,3.0,0.0,150.0,28.0,Orthodox,-160.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,0.0,-15.24,-1.0
Urijah Faber,Ivan Menjivar,2013-02-23,2,2013,MALE,Anaheim,California,USA,SUB,Rear Naked Choke,1.0,False,Bantamweight,3.0,0.0,-350.0,33.0,Orthodox,318.0,30.0,Orthodox,True,False,True,False,False,False,False,False,31-35,26-30,0.0,7.62,3.0
Cristiano Marcello,Kazuki Tokudome,2013-03-02,3,2013,MALE,Saitama,,Japan,U-DEC,,3.0,False,Lightweight,3.0,0.0,105.0,35.0,Orthodox,-115.0,25.0,Southpaw,False,False,False,False,False,False,False,True,31-35,21-25,-5.08,-2.54,10.0
Dong Hyun Kim,Siyar Bahadurzada,2013-03-02,3,2013,MALE,Saitama,,Japan,U-DEC,,3.0,False,Welterweight,3.0,0.0,-170.0,31.0,Southpaw,160.0,28.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,7.62,7.62,3.0
Marcelo Guimaraes,Hyun Gyu Lim,2013-03-02,3,2013,MALE,Saitama,,Japan,KO/TKO,Knee,2.0,False,Welterweight,3.0,0.0,248.0,29.0,Orthodox,-270.0,28.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-7.62,-10.16,1.0
Mizuto Hirota,Rani Yahya,2013-03-02,3,2013,MALE,Saitama,,Japan,U-DEC,,3.0,False,Featherweight,3.0,0.0,-150.0,31.0,Orthodox,140.0,28.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,2.54,0.0,3.0
Riki Fukuda,Brad Tavares,2013-03-02,3,2013,MALE,Saitama,,Japan,U-DEC,,3.0,False,Middleweight,3.0,0.0,110.0,32.0,Southpaw,-120.0,25.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,-2.54,-2.54,7.0
Stefan Struve,Mark Hunt,2013-03-02,3,2013,MALE,Saitama,,Japan,KO/TKO,Punch,3.0,False,Heavyweight,3.0,0.0,-205.0,25.0,Orthodox,188.0,38.0,Orthodox,True,False,False,False,False,False,False,False,21-25,36-40,33.02,30.48,-13.0
