date,event,referee,r_fighter,b_fighter,finish,totalfighttimesecs,finishround,heightdif,agedif,reachdif,r_odds,b_odds,r_avgkd,b_avgkd,r_avgsigstratt,b_avgsigstratt,r_avgsigstrlanded,b_avgsigstrlanded,r_avgtdatt,b_avgtdatt,r_avgtdlanded,b_avgtdlanded,r_avgsubatt,b_avgsubatt,r_avgctrltime,b_avgctrltime
2020-07-25,UFC Fight Night: Whittaker vs. Till,,Fabricio Werdum,Alexander Gustafsson,SUB,150.0,1.0,2.54,-9.0,5.08,260.0,-335.0,0.05,0.29,103.75,141.33,3.61,4.02,6.86,2.48,1.71,1.56,1.1,0.4,256.18,84.81
2020-07-25,UFC Fight Night: Whittaker vs. Till,Herb Dean,Francisco Trinaldo,Jai Herbert,KO/TKO,450.0,3.0,10.16,-9.0,7.62,-134.0,108.0,0.06,,110.57,,3.13,0.0,1.2,,1.02,0.0,0.5,0.0,28.97,
2020-07-25,UFC Fight Night: Whittaker vs. Till,Rich Mitchell,Khamzat Chimaev,Rhys McKee,KO/TKO,189.0,1.0,-2.54,4.0,-5.08,-1250.0,700.0,0.0,,52.0,,6.94,0.0,2.0,,4.84,0.0,2.4,0.0,354.0,
2020-07-25,UFC Fight Night: Whittaker vs. Till,Marc Goddard,Mauricio Rua,Rogerio Nogueira,S-DEC,900.0,3.0,2.54,6.0,-2.54,-190.0,150.0,0.45,0.32,64.52,37.16,3.63,2.39,3.03,0.0,2.17,0.67,0.8,0.8,334.84,2.37
2020-07-25,UFC Fight Night: Whittaker vs. Till,Marc Goddard,Movsar Evloev,Mike Grundy,U-DEC,900.0,3.0,0.0,7.0,0.0,-200.0,161.0,0.0,1.0,155.5,56.0,4.03,3.4,13.5,3.0,4.5,1.55,0.0,0.0,415.5,63.0
2020-07-25,UFC Fight Night: Whittaker vs. Till,Marc Goddard,Nathaniel Wood,John Castaneda,U-DEC,900.0,3.0,2.54,1.0,2.54,-455.0,320.0,0.12,,96.12,,4.3,3.2,1.62,,1.9,2.0,1.5,0.0,111.5,
2020-07-25,UFC Fight Night: Whittaker vs. Till,Marc Goddard,Nicolas Dalby,Jesse Ronson,SUB,168.0,1.0,-2.54,-1.0,-5.08,-265.0,205.0,0.0,0.0,93.06,99.75,3.03,3.09,3.25,1.75,1.8,0.67,0.0,0.3,201.62,40.5
2020-07-25,UFC Fight Night: Whittaker vs. Till,Marc Goddard,Paul Craig,Gadzhimurad Antigulov,SUB,126.0,1.0,-10.16,1.0,-15.24,-137.0,110.0,0.25,0.0,64.67,12.0,2.33,2.32,3.73,3.25,1.65,8.7,1.5,3.5,88.38,68.75
2020-07-25,UFC Fight Night: Whittaker vs. Till,Daniel Movahedi,Ramazan Emeev,Niklas Stolze,U-DEC,900.0,3.0,5.08,-6.0,-10.16,-400.0,300.0,0.25,,86.38,,2.38,0.0,7.12,,1.5,0.0,0.2,0.0,187.75,
2020-07-25,UFC Fight Night: Whittaker vs. Till,Herb Dean,Robert Whittaker,Darren Till,U-DEC,1500.0,5.0,0.0,-2.0,2.54,-130.0,107.0,0.1,0.36,180.24,57.0,4.77,2.41,0.27,1.31,0.36,0.66,0.0,0.0,25.45,39.72
2020-07-25,UFC Fight Night: Whittaker vs. Till,Herb Dean,Tanner Boser,Raphael Pessoa Nunes,KO/TKO,456.0,2.0,2.54,3.0,7.62,-278.0,220.0,0.5,0.5,74.75,89.5,4.28,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.5,3.5
2020-07-25,UFC Fight Night: Whittaker vs. Till,Daniel Movahedi,Tom Aspinall,Jake Collier,KO/TKO,45.0,1.0,-5.08,4.0,2.54,-278.0,220.0,,0.19,,158.5,0.0,4.15,,2.28,0.0,0.72,0.0,0.5,,100.88
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Chris Tognoni,Chris Gutierrez,Cody Durden,,,,,,,,,1.0,,90.12,,,,0.62,,,,,,49.5,
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Herb Dean,Derek Brunson,Edmen Shahbazyan,KO/TKO,626.0,3.0,2.54,-14.0,-7.62,275.0,-360.0,0.05,1.12,121.95,32.25,3.39,4.11,8.22,2.88,2.8,6.77,0.5,0.8,129.62,85.12
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Chris Tognoni,Frankie Saenz,Jonathan Martinez,KO/TKO,657.0,3.0,5.08,-13.0,10.16,200.0,-250.0,0.31,0.25,62.93,124.0,3.97,3.67,3.39,2.0,1.77,0.51,0.1,0.0,83.21,138.5
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Jason Herzog,Jamall Emmers,Vince Cachero,U-DEC,900.0,3.0,-10.16,-1.0,-15.24,-360.0,265.0,0.0,,127.0,,4.96,0.0,6.0,,1.42,0.0,0.0,0.0,123.0,
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Jason Herzog,Joanne Calderwood,Jennifer Maia,SUB,269.0,1.0,-5.08,-3.0,-2.54,-162.0,130.0,0.02,0.0,211.94,188.0,6.19,4.05,3.45,1.0,1.85,0.25,0.5,0.0,139.19,153.62
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Mark Smith,Johnny Munoz,Nate Maness,U-DEC,900.0,3.0,2.54,2.0,2.54,110.0,-137.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Herb Dean,Lando Vannata,Bobby Green,U-DEC,900.0,3.0,2.54,5.0,0.0,-162.0,130.0,0.15,0.0,136.19,145.84,4.72,5.01,2.41,3.02,1.15,1.19,0.4,0.4,34.97,137.95
2020-08-01,UFC Fight Night: Brunson vs. Shahbazyan,Mark Smith,Vincente Luque,Randy Brown,KO/TKO,596.0,2.0,10.16,2.0,7.62,-200.0,160.0,0.62,0.27,195.57,68.54,5.66,3.41,0.01,0.87,0.73,0.95,0.8,0.6,17.16,127.54
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Herb Dean,Andrew Sanchez,Wellington Turman,,,,-2.54,-8.0,-5.08,130.0,-162.0,0.12,0.0,167.92,85.5,4.49,2.43,4.69,8.0,2.25,3.0,0.0,1.0,165.2,407.0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Herb Dean,Beneil Dariush,Scott Holtzman,,,,-2.54,5.0,-7.62,-200.0,160.0,0.52,0.33,31.4,151.41,3.87,4.52,3.17,1.59,1.8,2.23,1.1,0.2,236.29,273.77
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Herb Dean,Derrick Lewis,Aleksei Oleinik,,,,-2.54,8.0,2.54,-200.0,160.0,0.05,0.0,50.14,103.02,2.53,3.72,1.37,0.98,0.48,2.41,0.0,2.2,55.24,235.82
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Jason Herzog,Gavin Tucker,Justin Jaynes,,,,2.54,-4.0,5.08,-139.0,112.0,0.0,1.0,92.25,30.0,2.66,23.41,7.75,0.0,2.08,0.0,1.0,0.0,190.0,3.0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Chris Tognoni,Irwin Rivera,Ali Qaisi,,,,5.08,-2.0,5.08,-186.0,148.0,0.0,,94.0,,2.27,0.0,4.0,,0.0,0.0,0.0,0.0,3.0,
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Mark Smith,Kevin Holland,Joaquin Buckley,,,,-12.7,-1.0,-20.32,-455.0,333.0,0.5,,43.38,,4.29,0.0,0.97,,1.26,0.0,1.1,0.0,122.0,
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Chris Tognoni,Maki Pitolo,Darren Stewart,,,,5.08,0.0,-2.54,125.0,-155.0,0.0,0.09,107.0,94.89,5.22,2.94,2.5,1.0,1.98,1.38,0.7,0.0,103.0,54.41
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Chris Tognoni,Nasrat Haqparast,Alexander Munoz,,,,-2.54,6.0,-7.62,-240.0,188.0,0.5,,64.06,,5.25,4.07,0.31,,0.29,4.0,0.0,0.0,29.81,
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Jason Herzog,Omari Akhmedov,Chris Weidman,,,,5.08,4.0,12.7,115.0,-141.0,0.0,0.0,137.49,66.63,2.99,3.14,3.54,4.67,2.4,3.82,0.2,1.0,149.08,122.53
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Jason Herzog,Tim Means,Laureano Staropoli,,,,-2.54,-9.0,-10.16,120.0,-150.0,0.28,0.0,79.6,188.25,4.87,4.29,2.52,1.75,0.91,0.33,0.2,0.0,35.15,8.0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Mark Smith,Yana Kunitskaya,Julija Stoliarenko,,,,2.54,-3.0,-5.08,-190.0,150.0,0.0,0.0,111.5,158.0,5.05,3.8,1.75,4.0,2.39,0.0,0.3,1.0,250.5,2.0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Mark Smith,Youssef Zalel,Peter Barrett,,,,0.0,10.0,2.54,-480.0,340.0,0.0,,83.5,,3.0,7.27,7.0,,3.0,4.0,1.0,0.0,330.5,
2020-08-15,UFC 252: Miocic vs. Cormier 3,Mark Smith,Ashley Yoder,Livinha Souza,U-DEC,,,-10.16,-3.0,-15.24,130.0,-162.0,0.06,0.0,105.62,53.75,3.1,1.79,4.75,4.25,1.33,3.35,0.5,1.9,399.75,86.75
2020-08-15,UFC 252: Miocic vs. Cormier 3,Herb Dean,Chris Daukaus,Parker Porter,KO/TKO,,,-187.96,0.0,-187.96,-106.0,-118.0,,,,,0.0,8.54,,,0.0,1.91,0.0,1.9,,
2020-08-15,UFC 252: Miocic vs. Cormier 3,Marc Goddard,Felice Herrig,Virna Jandiroba,SUB,,,-2.54,-3.0,-2.54,240.0,-315.0,0.0,0.0,151.2,28.5,3.69,1.13,3.99,6.5,1.2,4.23,0.9,2.1,258.06,225.0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Mark Smith,Herbert Burns,Daniel Pineda,KO/TKO,,,-5.08,3.0,-7.62,-286.0,225.0,0.5,0.02,13.5,66.7,2.6,2.99,1.0,4.98,4.59,1.46,6.9,2.0,66.5,93.75
2020-08-15,UFC 252: Miocic vs. Cormier 3,Herb Dean,Jim Miller,Vinc Pichel,U-DEC,,,5.08,1.0,2.54,100.0,-124.0,0.0,0.06,34.79,86.48,2.81,3.29,0.69,4.03,1.68,4.0,1.9,0.4,65.58,212.98
2020-08-15,UFC 252: Miocic vs. Cormier 3,Chris Tognoni,John Dodson,Merab Dvalishvili,U-DEC,,,7.62,-6.0,5.08,188.0,-240.0,0.79,0.03,89.24,142.56,3.3,4.01,2.32,18.03,0.76,8.67,0.0,0.3,70.47,489.56
2020-08-15,UFC 252: Miocic vs. Cormier 3,Dan Miragliotta,Junior Dos Santos,Jairzinho Rozenstruik,KO/TKO,,,0.0,-4.0,2.54,115.0,-143.0,0.19,0.5,38.41,57.81,4.66,3.84,0.04,0.0,0.33,0.0,0.1,0.0,4.61,2.75
2020-08-15,UFC 252: Miocic vs. Cormier 3,Chris Tognoni,Kai Kamaka,Tony Kelley,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,UFC 252: Miocic vs. Cormier 3,Herb Dean,Sean O'Malley,Marlon Vera,KO/TKO,,,-7.62,2.0,-5.08,-305.0,240.0,0.5,0.11,60.88,124.24,6.86,3.7,0.75,2.0,1.18,0.88,1.2,1.3,10.75,137.23
2020-08-15,UFC 252: Miocic vs. Cormier 3,Marc Goddard,Stipe Miocic,Daniel Cormier,U-DEC,,,-12.7,4.0,-20.32,-106.0,-112.0,0.59,0.13,146.35,153.13,4.95,4.25,3.6,2.88,2.2,1.95,0.0,0.5,183.97,186.5
2020-08-15,UFC 252: Miocic vs. Cormier 3,Dan Miragliotta,TJ Brown,Danny Chavez,U-DEC,,,-2.54,3.0,-10.16,-167.0,130.0,0.0,,47.0,,3.47,0.0,7.0,,8.33,0.0,0.7,0.0,452.0,
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Jason Herzog,Amanda Lemos,Mizuki Inoue,U-DEC,,,-2.54,-7.0,0.0,110.0,-137.0,0.0,0.0,59.0,204.0,6.55,6.2,1.0,4.0,2.59,0.0,1.3,0.0,87.0,36.0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Herb Dean,Austin Hubbard,Joe Solecki,SUB,,,-2.54,-2.0,-2.54,-112.0,-112.0,0.0,0.0,97.75,70.0,3.53,3.67,0.62,5.0,0.82,3.99,0.0,0.8,49.0,749.0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Mark Smith,Carlton Minus,Matthew Semelsberger,U-DEC,,,7.62,0.0,-2.54,-118.0,-106.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Chris Tognoni,Daniel Rodriguez,Dwight Grant,KO/TKO,,,0.0,2.0,5.08,-230.0,180.0,0.5,0.25,232.5,95.25,8.6,2.87,0.5,0.25,1.94,0.36,0.4,0.0,15.5,6.25
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Jason Herzog,Ike Villanueva,Jordan Wright,KO/TKO,,,2.54,-8.0,10.16,104.0,-129.0,0.0,,54.0,,2.75,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Jason Herzog,Marcin Prachnio,Mike Rodriguez,KO/TKO,,,2.54,-1.0,20.32,188.0,-240.0,0.0,0.25,23.0,57.75,2.39,4.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58.25
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,,Mariya Agapova,Shana Dobson,KO/TKO,,,0.0,8.0,2.54,-1430.0,750.0,1.0,0.12,52.0,67.88,3.84,3.63,0.0,0.5,0.0,0.39,0.8,0.0,24.0,6.75
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Herb Dean,Pedro Munhoz,Frankie Edgar,S-DEC,,,0.0,5.0,7.62,-278.0,225.0,0.56,0.0,174.69,102.28,5.29,3.6,0.65,6.26,0.92,2.34,1.1,0.3,28.14,120.95
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Chris Tognoni,Timur Valiev,Trevin Jones,KO/TKO,,,2.54,0.0,7.62,-560.0,387.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-08-29,UFC Fight Night: Smith vs. Rakic,Mark Smith,Alessio Di Chirico,Zak Cummings,U-DEC,900.0,3.0,0.0,6.0,2.54,-114.0,-109.0,0.08,0.38,98.81,88.11,3.2,2.47,2.95,1.18,1.95,0.75,0.0,0.8,81.64,33.11
2020-08-29,UFC Fight Night: Smith vs. Rakic,Chris Tognoni,Alex Caceres,Austin Springer,SUB,218.0,1.0,-5.08,1.0,-5.08,-225.0,176.0,0.52,,149.94,,4.14,3.46,0.58,,0.55,4.24,0.7,1.1,81.45,
2020-08-29,UFC Fight Night: Smith vs. Rakic,Herb Dean,Anthony Smith,Aleksandar Rakic,SUB,900.0,3.0,0.0,-4.0,5.08,225.0,-278.0,0.05,0.44,148.64,99.25,3.19,5.17,1.98,4.88,0.45,1.2,0.7,0.3,30.75,134.56
2020-08-29,UFC Fight Night: Smith vs. Rakic,Chris Tognoni,Ji Yeon Kim,Alexa Grasso,U-DEC,900.0,3.0,-5.08,-3.0,-15.24,230.0,-315.0,0.5,0.0,175.19,165.19,4.49,5.25,0.06,0.56,0.0,0.19,0.0,0.6,52.19,25.59
2020-08-29,UFC Fight Night: Smith vs. Rakic,Jason Herzog,Maki Pitolo,Impa Kasanganay,U-DEC,900.0,3.0,2.54,-3.0,0.0,115.0,-139.0,0.0,,69.0,,4.95,5.53,1.75,,2.27,2.5,0.6,0.0,60.0,
2020-08-29,UFC Fight Night: Smith vs. Rakic,Chris Tognoni,Mallory Martin,Hannah Cifers,SUB,393.0,2.0,-7.62,2.0,-2.54,-315.0,239.0,0.0,0.03,30.0,53.25,4.56,4.68,0.0,0.06,3.53,0.29,0.0,0.3,30.0,31.25
2020-08-29,UFC Fight Night: Smith vs. Rakic,Jason Herzog,Polyana Viana,Emily Whitmire,SUB,113.0,1.0,0.0,1.0,-10.16,110.0,-139.0,0.0,0.0,63.38,38.5,3.89,2.84,1.38,0.5,1.29,1.18,1.3,0.6,42.5,100.75
2020-08-29,UFC Fight Night: Smith vs. Rakic,Mark Smith,Ricardo Lamas,Bill Algeo,U-DEC,900.0,3.0,10.16,-7.0,5.08,-335.0,240.0,0.0,,59.21,,2.88,9.8,2.38,,1.63,0.0,1.0,0.0,54.33,
2020-08-29,UFC Fight Night: Smith vs. Rakic,Jason Herzog,Robbie Lawler,Neil Magny,SUB,900.0,3.0,10.16,-5.0,15.24,200.0,-250.0,0.02,0.06,132.69,127.99,3.57,3.95,0.32,5.46,0.71,2.55,0.0,0.3,44.13,163.76
2020-08-29,UFC Fight Night: Smith vs. Rakic,Herb Dean,Sean Brady,Christian Aguilera,SUB,407.0,2.0,-2.54,1.0,0.0,-455.0,330.0,0.5,0.0,150.5,23.0,5.53,10.17,6.0,0.0,3.0,0.0,0.5,0.0,260.0,0.0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Herb Dean,Alistair Overeem,Augusto Sakai,KO/TKO,,,-2.54,-11.0,-7.62,-159.0,130.0,0.63,0.25,75.62,131.0,3.66,5.45,3.27,0.25,1.4,0.19,0.9,0.0,274.09,77.5
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Mark Smith,Andre Muniz,Bartosz Fabinski,SUB,,,-2.54,4.0,-7.62,132.0,-165.0,0.0,0.0,42.0,26.0,2.27,2.22,7.0,5.0,2.83,7.17,1.4,0.0,321.0,379.62
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Herb Dean,Brian Kelleher,Ray Rodriguez,SUB,,,2.54,-2.0,12.7,-380.0,315.0,0.26,,124.1,,4.45,1.24,3.08,,1.2,2.32,0.8,0.0,52.2,
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Mark Smith,Cole Smith,Hunter Azure,U-DEC,,,-7.62,-3.0,5.08,185.0,-235.0,0.0,0.0,72.5,125.0,1.63,4.71,5.0,0.5,1.5,1.55,1.0,1.9,496.5,25.0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Chris Tognoni,Michel Pereira,Zelim Imadaev,SUB,,,-2.54,-1.0,7.62,-112.0,-112.0,0.75,0.0,67.0,110.5,3.04,3.69,2.25,1.0,2.0,0.6,0.0,0.0,70.75,178.0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Jason Herzog,Ovince Saint Preux,Alonzo Menifield,KO/TKO,,,-7.62,-5.0,-10.16,110.0,-134.0,0.51,0.25,59.91,63.0,2.6,3.75,2.1,1.0,1.27,0.0,0.6,0.0,55.7,288.75
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Jason Herzog,Viviane Araujo,Montana De La Rosa,U-DEC,,,7.62,-8.0,0.0,-182.0,145.0,0.25,0.5,126.75,75.0,4.51,2.3,4.75,5.25,2.57,2.22,0.0,1.9,85.75,379.44
2020-09-12,UFC Fight Night: Waterson vs. Hill,Mark Smith,Alexandr Romanov,Roque Martinez,SUB,,,-10.16,5.0,-12.7,-360.0,275.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,
2020-09-12,UFC Fight Night: Waterson vs. Hill,Marc Goddard,Billy Quarantillo,Kyle Nelson,KO/TKO,,,2.54,-2.0,2.54,-250.0,195.0,0.0,0.0,76.0,43.75,7.43,2.73,2.0,3.5,1.34,1.41,3.1,2.8,364.5,85.25
2020-09-12,UFC Fight Night: Waterson vs. Hill,Herb Dean,Bobby Green,Alan Patrick,U-DEC,,,2.54,3.0,7.62,-295.0,227.0,0.5,0.02,170.42,50.02,5.22,1.88,3.01,7.61,1.33,3.92,0.4,0.4,161.48,333.92
2020-09-12,UFC Fight Night: Waterson vs. Hill,Herb Dean,Brok Weaver,Jalin Turner,SUB,,,7.62,-3.0,10.16,306.0,-420.0,0.0,0.12,28.5,83.88,4.37,5.95,0.0,0.5,0.0,0.46,0.6,1.8,70.0,148.62
2020-09-12,UFC Fight Night: Waterson vs. Hill,Chris Tognoni,Bryan Barberena,Anthony Ivy,U-DEC,,,5.08,-1.0,5.08,-278.0,215.0,0.6,0.0,154.83,11.0,5.65,4.07,0.27,0.0,0.26,0.0,0.3,0.0,45.47,0.0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Chris Tognoni,Ed Herman,Mike Rodriguez,SUB,,,7.62,-8.0,12.7,195.0,-250.0,0.27,0.62,112.8,41.88,3.33,4.59,2.24,0.0,2.2,0.0,1.2,0.0,84.2,37.12
2020-09-12,UFC Fight Night: Waterson vs. Hill,Mark Smith,Julia Avila,Sijara Eubanks,U-DEC,,,-7.62,3.0,-2.54,-305.0,230.0,0.5,0.06,71.0,172.5,3.9,4.95,0.5,3.38,0.0,2.0,0.0,0.0,175.5,222.25
2020-09-12,UFC Fight Night: Waterson vs. Hill,Marc Goddard,Michelle Waterson,Angela Hill,S-DEC,,,0.0,1.0,5.08,105.0,-125.0,0.0,0.5,119.65,160.23,3.31,5.76,3.2,1.27,1.68,0.47,1.1,0.2,128.89,96.0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Herb Dean,Ottman Azaitar,Khama Worthy,KO/TKO,,,7.62,3.0,7.62,110.0,-137.0,1.0,0.5,53.0,76.0,7.61,4.44,0.0,0.0,0.0,0.0,0.0,0.9,11.0,24.0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Chris Tognoni,Roosevelt Roberts,Kevin Croom,,,,-7.62,7.0,0.0,-385.0,286.0,0.0,,37.69,,3.02,0.0,1.06,,1.77,0.0,1.1,0.0,100.44,
2020-09-12,UFC Fight Night: Waterson vs. Hill,Mark Smith,Roxanne Modafferi,Andrea Lee,U-DEC,,,-2.54,-6.0,0.0,240.0,-335.0,0.25,0.0,126.87,202.38,3.04,5.4,2.52,3.56,1.29,1.4,0.1,0.6,353.98,137.44
2020-09-12,UFC Fight Night: Waterson vs. Hill,Marc Goddard,Sabina Mazo,Justine Kish,SUB,,,-5.08,9.0,-15.24,-265.0,200.0,0.0,0.0,240.25,139.38,6.44,4.28,1.0,1.44,1.33,1.0,0.0,0.2,222.75,61.5
2020-09-19,UFC Fight Night: Covington vs. Woodley,Chris Tognoni,Andre Ewell,Irwin Rivera,S-DEC,,,-5.08,-1.0,-20.32,-240.0,187.0,0.06,0.0,154.19,83.5,3.74,2.33,0.31,4.5,0.21,1.0,0.0,0.0,41.25,32.5
2020-09-19,UFC Fight Night: Covington vs. Woodley,Dan Miragliotta,Colby Covington,Tyron Woodley,KO/TKO,,,-5.08,6.0,5.08,-335.0,260.0,0.0,0.25,389.13,70.93,4.17,2.38,7.61,1.83,4.91,1.11,0.2,0.4,267.54,133.87
2020-09-19,UFC Fight Night: Covington vs. Woodley,Dan Miragliotta,Darrick Minner,TJ Laramie,SUB,,,-2.54,-8.0,-7.62,245.0,-335.0,0.0,,7.0,,2.3,3.2,1.0,,1.65,3.0,3.3,0.0,26.0,
2020-09-19,UFC Fight Night: Covington vs. Woodley,Jason Herzog,Donald Cerrone,Niko Price,,,,,,,,,0.08,0.44,107.0,164.16,,,4.13,2.61,,,,,55.66,76.32
2020-09-19,UFC Fight Night: Covington vs. Woodley,Chris Tognoni,Jessica-Rose Clark,Sarah Alpar,KO/TKO,,,-2.54,-3.0,0.0,-230.0,180.0,0.0,,147.25,,4.53,4.42,1.75,,1.0,3.79,0.5,1.9,91.5,
2020-09-19,UFC Fight Night: Covington vs. Woodley,Dan Miragliotta,Johnny Walker,Ryan Spann,KO/TKO,,,-2.54,1.0,-7.62,-125.0,100.0,0.25,0.12,27.94,85.62,4.01,3.32,0.0,4.0,0.43,1.13,1.3,1.9,78.25,151.5
2020-09-19,UFC Fight Night: Covington vs. Woodley,Jason Herzog,Jordan Espinosa,David Dvorak,U-DEC,,,-2.54,-2.0,-2.54,-112.0,-112.0,0.0,0.0,109.62,133.0,5.49,4.47,2.0,1.0,1.19,0.0,0.3,0.0,76.38,73.0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Mark Smith,Journey Newson,Randy Costa,KO/TKO,,,10.16,-5.0,15.24,-137.0,110.0,0.5,1.0,66.5,72.5,2.81,8.05,0.5,0.0,0.0,0.0,1.0,0.0,7.5,22.0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Mark Smith,Kevin Holland,Darren Stewart,S-DEC,,,-7.62,2.0,-17.78,-265.0,205.0,1.25,0.05,88.69,66.44,4.65,2.97,0.48,1.0,1.12,1.32,1.0,0.2,67.0,36.71
2020-09-19,UFC Fight Night: Covington vs. Woodley,Mark Smith,Khamzat Chimaev,Gerald Meerschaert,KO/TKO,,,-2.54,6.0,5.08,-400.0,300.0,0.0,0.25,57.0,79.87,8.88,3.31,2.0,0.99,4.81,2.34,3.2,1.7,266.5,44.82
2020-09-19,UFC Fight Night: Covington vs. Woodley,Jason Herzog,Mackenzie Dern,Randa Markos,SUB,,,0.0,8.0,0.0,-177.0,140.0,0.12,0.0,68.62,94.84,3.14,2.96,2.75,1.25,0.43,1.35,1.3,0.2,45.38,107.94
2020-09-19,UFC Fight Night: Covington vs. Woodley,Jason Herzog,Mayra Bueno Silva,Mara Romero Borella,SUB,,,0.0,5.0,7.62,-275.0,210.0,0.0,0.0,89.0,37.69,4.87,2.54,0.0,2.31,0.0,1.66,1.4,0.2,29.5,148.66
2020-09-19,UFC Fight Night: Covington vs. Woodley,Dan Miragliotta,Mirsad Bektic,Damon Jackson,SUB,,,7.62,3.0,2.54,-375.0,277.0,0.07,0.0,63.77,81.0,2.59,2.71,5.97,5.25,3.32,1.77,0.5,0.0,287.94,269.75
2020-09-19,UFC Fight Night: Covington vs. Woodley,Chris Tognoni,Tyson Nam,Jerome Rivera,KO/TKO,,,7.62,-11.0,10.16,-190.0,150.0,0.5,,82.25,,3.01,3.2,1.0,,0.0,0.0,0.0,0.0,25.75,
2020-09-26,UFC 253: Adesanya vs. Costa,Lukasz Bosacki,Brad Riddell,Alex Da Silva,U-DEC,,,2.54,-4.0,5.08,-335.0,253.0,0.5,0.0,112.5,29.0,4.3,1.08,1.0,3.5,1.0,2.59,0.0,0.0,150.5,495.0
2020-09-26,UFC 253: Adesanya vs. Costa,Jason Herzog,Diego Sanchez,Jake Matthews,U-DEC,,,2.54,-12.0,2.54,470.0,-715.0,0.0,0.56,52.42,85.72,2.73,2.98,4.37,4.52,1.57,2.2,0.9,0.7,147.04,290.54
2020-09-26,UFC 253: Adesanya vs. Costa,Kevin Sataki,Dominick Reyes,Jan Blachowicz,KO/TKO,,,-5.08,7.0,2.54,-265.0,215.0,0.36,0.65,158.56,71.66,4.88,3.45,0.42,0.24,0.24,1.16,0.2,0.3,9.7,16.63
2020-09-26,UFC 253: Adesanya vs. Costa,Kevin Sataki,Hakeem Dawodu,Zubaira Tukhugov,S-DEC,,,0.0,0.0,-12.7,115.0,-143.0,0.25,1.25,145.31,56.75,5.28,2.58,0.06,3.25,0.0,2.88,0.0,0.0,132.38,26.44
2020-09-26,UFC 253: Adesanya vs. Costa,Jason Herzog,Israel Adesanya,Paulo Costa,KO/TKO,,,-7.62,-2.0,-20.32,-186.0,151.0,1.1,0.94,133.25,153.75,3.96,8.43,0.04,0.06,0.0,0.0,0.3,0.0,8.23,6.38
2020-09-26,UFC 253: Adesanya vs. Costa,Kevin Sataki,Juan Espino,Jeff Hughes,SUB,,,-5.08,-7.0,-12.7,-305.0,233.0,0.0,0.0,23.0,81.5,6.11,4.34,2.0,0.25,8.33,0.78,8.3,0.0,201.0,53.0
