date,event,referee,r_fighter,b_fighter,finish,totalfighttimesecs,finishround,heightdif,agedif,reachdif,r_odds,b_odds,r_avgkd,b_avgkd,r_avgsigstratt,b_avgsigstratt,r_avgsigstrlanded,b_avgsigstrlanded,r_avgtdatt,b_avgtdatt,r_avgtdlanded,b_avgtdlanded,r_avgsubatt,b_avgsubatt,r_avgctrltime,b_avgctrltime
2012-04-21,UFC 145: Jones vs Evans,Blake Grice,Mark Bocek,John Alessio,U-DEC,900.0,3.0,5.08,-2.0,-7.62,-290.0,260.0,0.0,0.0,58.07,55.75,18.4,10.33,7.05,5.0,2.8,0.67,1.2,1.0,483.45,125.5
2012-04-21,UFC 145: Jones vs Evans,Mario Yamasaki,Mark Hominick,Eddie Yagin,S-DEC,900.0,3.0,-2.54,-4.0,2.28,-480.0,423.0,0.25,0.0,61.25,26.0,29.0,10.0,0.5,0.0,0.2,0.0,0.2,2.0,67.5,15.0
2012-04-21,UFC 145: Jones vs Evans,Fernando Yamasaki,Matt Brown,Stephen Thompson,U-DEC,900.0,3.0,0.0,2.0,0.0,200.0,-220.0,0.55,1.0,58.05,38.0,28.45,22.0,2.39,0.0,0.82,0.0,1.27,0.0,93.49,1.0
2012-04-21,UFC 145: Jones vs Evans,Herb Dean,Miguel Torres,Michael McDonald,KO/TKO,198.0,1.0,0.0,10.0,-15.24,-105.0,-105.0,0.0,1.0,112.75,55.5,49.0,31.67,0.75,1.75,0.0,2.0,1.0,1.0,169.75,95.75
2012-04-21,UFC 145: Jones vs Evans,Mario Yamasaki,Rory MacDonald,Che Mills,KO/TKO,440.0,2.0,2.54,-7.0,0.0,-660.0,540.0,0.0,2.0,54.38,16.0,25.75,11.0,3.88,0.0,3.0,0.0,1.0,0.0,183.0,7.0
2012-04-21,UFC 145: Jones vs Evans,Mario Yamasaki,Travis Browne,Chad Griggs,SUB,149.0,1.0,-12.7,-4.0,-15.24,-300.0,270.0,0.38,,70.38,,25.75,,2.12,,1.5,,0.25,,248.5,
2012-05-05,UFC on FOX: Diaz vs Miller,Kevin Mulhall,Danny Castillo,John Cholish,U-DEC,900.0,3.0,5.08,4.0,2.54,140.0,-150.0,0.0,0.0,60.62,80.0,33.0,55.0,11.62,6.0,3.75,1.0,0.0,0.0,373.38,173.0
2012-05-05,UFC on FOX: Diaz vs Miller,Kevin Mulhall,Dennis Bermudez,Pablo Garza,U-DEC,900.0,3.0,17.78,-3.0,17.78,-110.0,100.0,1.0,0.25,78.0,30.75,25.0,14.33,1.0,1.25,1.0,0.0,0.0,0.67,61.0,6.75
2012-05-05,UFC on FOX: Diaz vs Miller,Keith Peterson,John Dodson,Tim Elliott,U-DEC,900.0,3.0,10.16,2.0,0.0,-510.0,440.0,1.0,,24.0,,7.0,,0.0,,0.0,,0.0,,3.0,
2012-05-05,UFC on FOX: Diaz vs Miller,Kevin Mulhall,John Hathaway,Pascal Krauss,U-DEC,900.0,3.0,0.0,-1.0,-7.62,-185.0,170.0,0.12,0.0,102.03,98.0,45.67,50.0,4.66,4.0,2.83,3.0,1.17,2.0,240.78,488.0
2012-05-05,UFC on FOX: Diaz vs Miller,Kevin Mulhall,Josh Koscheck,Johny Hendricks,S-DEC,900.0,3.0,-2.54,6.0,-10.16,123.0,-133.0,0.02,0.7,81.39,39.22,18.85,28.0,2.77,2.58,1.8,2.75,0.35,0.62,145.69,68.28
2012-05-05,UFC on FOX: Diaz vs Miller,Keith Peterson,Louis Gaudinot,John Lineker,SUB,594.0,2.0,0.0,6.0,10.16,245.0,-265.0,0.0,,29.0,,6.0,,2.0,,0.0,,0.0,,0.0,
2012-05-05,UFC on FOX: Diaz vs Miller,Dan Miragliotta,Mike Massenzio,Karlos Vemola,SUB,367.0,2.0,-5.08,3.0,5.08,-130.0,110.0,0.03,0.0,49.75,33.0,17.17,14.0,5.47,3.25,1.5,0.67,0.83,0.67,105.91,70.25
2012-05-05,UFC on FOX: Diaz vs Miller,Keith Peterson,Nate Diaz,Jim Miller,SUB,549.0,2.0,-10.16,-1.0,-12.7,150.0,-160.0,0.27,0.14,225.98,39.2,44.73,24.0,2.14,1.94,0.93,1.58,1.2,2.25,70.25,69.7
2012-05-05,UFC on FOX: Diaz vs Miller,Dan Miragliotta,Pat Barry,Lavar Johnson,KO/TKO,278.0,1.0,12.7,-2.0,20.32,-150.0,140.0,0.89,1.0,28.62,92.0,19.88,65.0,0.12,0.0,0.0,0.0,0.0,0.0,24.45,65.0
2012-05-05,UFC on FOX: Diaz vs Miller,Keith Peterson,Roland Delorme,Nick Denis,SUB,299.0,1.0,-5.08,0.0,-2.34,240.0,-280.0,1.0,1.0,53.0,23.0,36.0,11.0,5.0,0.0,2.0,0.0,2.0,0.0,88.0,1.0
2012-05-05,UFC on FOX: Diaz vs Miller,Dan Miragliotta,Rousimar Palhares,Alan Belcher,KO/TKO,258.0,1.0,15.24,4.0,5.08,-210.0,190.0,0.25,0.19,33.27,51.81,13.89,26.42,1.49,0.27,1.44,0.33,1.44,0.42,96.29,133.14
2012-05-05,UFC on FOX: Diaz vs Miller,Dan Miragliotta,Tony Ferguson,Michael Johnson,U-DEC,900.0,3.0,-2.54,3.0,-7.62,-315.0,285.0,0.25,0.25,146.0,91.38,37.67,32.25,1.25,0.75,1.0,0.5,0.33,0.0,24.0,159.12
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Rick McCoy,Alex Soto,Francisco Rivera,U-DEC,900.0,3.0,0.0,-2.0,-7.62,215.0,-235.0,0.0,0.0,8.0,38.0,6.0,22.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,58.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Keith Peterson,Amir Sadollah,Jorge Lopez,S-DEC,900.0,3.0,0.0,8.0,-4.96,-105.0,-105.0,0.0,0.0,194.39,63.0,60.25,42.0,4.58,3.0,0.5,3.0,0.25,0.0,98.28,405.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Dan Miragliotta,Brad Tavares,Dongi Yang,U-DEC,900.0,3.0,-7.62,-3.0,-7.62,-160.0,150.0,0.25,0.75,32.75,109.25,17.67,52.67,4.25,2.5,1.33,1.67,0.0,0.67,213.25,166.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Dan Miragliotta,Chan Sung Jung,Dustin Poirier,SUB,967.0,4.0,5.08,2.0,0.0,290.0,-350.0,0.5,0.0,55.0,61.0,18.0,45.5,1.0,2.88,0.5,1.75,0.5,1.0,82.5,181.88
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Keith Peterson,Cody McKenzie,Marcus LeVesseur,SUB,185.0,1.0,-7.62,-5.0,-5.08,170.0,-185.0,0.0,,40.0,,10.33,,2.5,,1.0,,1.0,,72.0,
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Mario Yamasaki,Donald Cerrone,Jeremy Stephens,U-DEC,900.0,3.0,-12.7,4.0,-5.08,-220.0,200.0,0.5,0.25,117.94,68.84,51.6,31.69,0.31,6.79,0.6,1.38,0.4,0.62,21.69,240.97
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Dan Miragliotta,Igor Pokrajac,Fabio Maldonado,U-DEC,900.0,3.0,2.54,1.0,-2.54,130.0,-140.0,0.81,0.5,37.28,133.5,20.17,83.5,0.5,1.5,0.83,1.0,0.17,2.0,30.56,149.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Todd McGovern,Jason MacDonald,Tom Lawlor,KO/TKO,50.0,1.0,-7.62,7.0,-15.24,200.0,-220.0,0.0,0.12,5.72,42.47,9.92,26.5,2.02,2.72,0.62,2.17,0.85,1.0,34.25,229.62
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Rick McCoy,Jeff Curran,Johnny Eduardo,U-DEC,900.0,3.0,2.54,1.0,5.08,110.0,-120.0,0.0,0.0,70.5,85.0,25.0,28.0,2.5,0.0,0.0,0.0,1.0,1.0,29.0,4.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Todd McGovern,Rafael Dos Anjos,Kamal Shalorus,SUB,100.0,1.0,0.0,-12.0,-5.08,-365.0,328.0,0.25,0.0,68.58,87.0,24.75,19.5,5.18,2.5,1.75,0.5,1.0,0.0,110.7,32.5
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Mario Yamasaki,TJ Grant,Carlo Prater,U-DEC,900.0,3.0,2.54,-2.0,0.0,-430.0,380.0,0.03,0.0,50.69,0.0,28.29,0.0,2.3,2.0,1.57,0.0,0.57,0.0,239.97,0.0
2012-05-15,UFC on FUEL TV: Korean Zombie vs Poirier,Todd McGovern,Yves Jabouin,Jeff Hougland,U-DEC,900.0,3.0,0.0,-1.0,0.0,-305.0,275.0,0.0,0.0,80.75,116.0,28.67,61.0,4.5,5.0,1.33,1.0,0.0,4.0,75.25,222.0
2012-05-26,UFC 146: Dos Santos vs Mir,Josh Rosenthal,Cain Velasquez,Antonio Silva,KO/TKO,216.0,1.0,7.62,-3.0,7.62,-400.0,355.0,0.65,,39.79,,37.5,,1.7,,1.88,,0.25,,72.6,
2012-05-26,UFC 146: Dos Santos vs Mir,Josh Rosenthal,Dan Hardy,Duane Ludwig,KO/TKO,231.0,1.0,-5.08,-3.0,-10.16,-130.0,120.0,0.02,0.02,135.06,135.94,27.62,41.14,1.39,1.0,0.38,0.14,0.38,0.0,21.22,42.34
2012-05-26,UFC 146: Dos Santos vs Mir,Herb Dean,Diego Brandao,Darren Elkins,U-DEC,900.0,3.0,7.62,-4.0,7.62,-260.0,240.0,1.0,0.0,39.0,97.25,19.0,26.25,1.0,4.38,1.0,1.0,1.0,0.75,26.0,400.38
2012-05-26,UFC 146: Dos Santos vs Mir,Steve Mazzagatti,Edson Barboza,Jamie Varner,KO/TKO,203.0,1.0,-7.62,-1.0,-7.62,-540.0,460.0,1.0,0.0,139.5,59.5,47.75,12.5,0.75,8.0,1.0,5.0,0.0,1.0,45.38,255.0
2012-05-26,UFC 146: Dos Santos vs Mir,Herb Dean,Jacob Volkmann,Paul Sass,SUB,114.0,1.0,7.62,8.0,5.08,-190.0,175.0,0.0,0.0,35.25,10.0,16.86,2.0,6.69,2.5,2.71,0.0,1.86,3.5,544.3,2.5
2012-05-26,UFC 146: Dos Santos vs Mir,Yves Lavigne,Jason Miller,CB Dollaway,U-DEC,900.0,3.0,2.54,3.0,10.16,-155.0,145.0,0.0,0.0,80.0,28.1,21.5,11.0,8.5,4.52,1.0,1.89,0.0,0.89,124.0,136.62
2012-05-26,UFC 146: Dos Santos vs Mir,Herb Dean,Junior Dos Santos,Frank Mir,KO/TKO,484.0,2.0,-2.54,-5.0,5.08,-475.0,420.0,0.99,0.18,94.65,31.96,43.62,12.37,0.75,3.26,0.38,1.0,0.0,1.05,19.1,182.21
2012-05-26,UFC 146: Dos Santos vs Mir,Steve Mazzagatti,Kyle Kingsbury,Glover Teixeira,SUB,113.0,1.0,-5.08,-2.0,0.0,215.0,-235.0,0.12,,93.31,,41.5,,4.5,,2.67,,0.0,,101.5,
2012-05-26,UFC 146: Dos Santos vs Mir,Yves Lavigne,Mike Brown,Daniel Pineda,U-DEC,900.0,3.0,2.54,10.0,-2.54,-118.0,108.0,0.0,0.5,85.75,22.5,39.0,16.5,11.5,0.5,2.75,0.5,0.0,1.5,372.0,32.0
2012-05-26,UFC 146: Dos Santos vs Mir,Steve Mazzagatti,Roy Nelson,Dave Herman,KO/TKO,51.0,1.0,10.16,8.0,10.16,-162.0,152.0,0.06,0.5,67.5,85.0,22.67,53.0,1.12,0.5,0.5,0.5,0.17,0.0,184.19,25.0
2012-05-26,UFC 146: Dos Santos vs Mir,Josh Rosenthal,Stefan Struve,Lavar Johnson,SUB,65.0,1.0,-17.78,-10.0,-5.08,-130.0,120.0,0.53,1.0,66.71,81.5,18.2,52.0,0.51,0.0,0.3,0.0,1.7,0.0,37.62,53.5
2012-05-26,UFC 146: Dos Santos vs Mir,Yves Lavigne,Stipe Miocic,Shane del Rosario,KO/TKO,494.0,2.0,0.0,1.0,-2.54,-170.0,150.0,0.5,,79.5,,38.0,,3.5,,2.0,,0.0,,184.5,
2012-06-01,The Ultimate Fighter: Live Finale,Chris Tognoni,Cristiano Marcello,Sam Sicilia,KO/TKO,473.0,2.0,-2.54,8.0,-12.7,177.0,-192.0,,,,,,,,,,,,,,
2012-06-01,The Ultimate Fighter: Live Finale,Steve Mazzagatti,Daron Cruickshank,Chris Tickle,U-DEC,900.0,3.0,2.54,-4.0,-4.88,-174.0,164.0,,,,,,,,,,,,,,
2012-06-01,The Ultimate Fighter: Live Finale,Steve Mazzagatti,Jake Ellenberger,Martin Kampmann,KO/TKO,400.0,2.0,7.62,-3.0,2.54,-178.0,167.0,0.92,0.14,76.75,127.16,26.57,31.86,4.75,5.88,2.29,0.93,0.43,1.5,87.25,180.38
2012-06-01,The Ultimate Fighter: Live Finale,Herb Dean,Joe Proctor,Jeremy Larsen,KO/TKO,119.0,1.0,0.0,-2.0,-5.08,-280.0,255.0,,,,,,,,,,,,,,
2012-06-01,The Ultimate Fighter: Live Finale,Kim Winslow,John Albert,Erik Perez,SUB,258.0,1.0,0.0,3.0,0.0,-185.0,170.0,0.5,,44.5,,26.0,,0.0,,0.0,,1.5,,30.0,
2012-06-01,The Ultimate Fighter: Live Finale,Kim Winslow,Jonathan Brookins,Charles Oliveira,SUB,462.0,2.0,-5.08,4.0,2.54,185.0,-200.0,0.0,0.12,45.5,24.09,24.33,15.0,8.75,1.09,1.67,0.67,0.0,1.33,279.75,36.5
2012-06-01,The Ultimate Fighter: Live Finale,Herb Dean,Justin Lawrence,John Cofer,KO/TKO,619.0,3.0,2.54,-6.0,15.24,-345.0,315.0,,,,,,,,,,,,,,
2012-06-01,The Ultimate Fighter: Live Finale,Chris Tognoni,Max Holloway,Pat Schilling,U-DEC,900.0,3.0,-7.62,-3.0,0.0,-140.0,130.0,0.0,0.0,32.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2012-06-01,The Ultimate Fighter: Live Finale,Herb Dean,Michael Chiesa,Al Iaquinta,SUB,167.0,1.0,-7.62,-1.0,-12.7,240.0,-260.0,,,,,,,,,,,,,,
2012-06-01,The Ultimate Fighter: Live Finale,Kim Winslow,Myles Jury,Chris Saunders,SUB,243.0,1.0,-5.08,-3.0,-10.42,-310.0,280.0,,,,,,,,,,,,,,
2012-06-08,UFC on FX: Johnson vs McCall,Troy Waugh,Buddy Roberts,Caio Magalhaes,U-DEC,900.0,3.0,-2.54,5.0,-7.58,-130.0,120.0,,,,,,,,,,,,,,
2012-06-08,UFC on FX: Johnson vs McCall,Troy Waugh,Demetrious Johnson,Ian McCall,U-DEC,900.0,3.0,5.08,-3.0,-5.08,-110.0,100.0,0.0,0.0,132.38,144.0,47.25,61.0,6.0,9.0,4.0,4.0,0.0,0.0,160.0,226.0
2012-06-08,UFC on FX: Johnson vs McCall,Frank Gentile,Dustin Pague,Jared Papazian,SUB,201.0,1.0,-2.54,0.0,-17.78,150.0,-160.0,0.0,0.0,10.0,167.0,3.0,68.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,183.0
2012-06-08,UFC on FX: Johnson vs McCall,Troy Waugh,Eddie Wineland,Scott Jorgensen,KO/TKO,550.0,2.0,-5.08,-2.0,-7.62,150.0,-160.0,0.0,0.0,71.0,135.75,17.5,43.33,2.0,5.0,0.5,2.0,0.0,0.0,61.5,139.5
2012-06-08,UFC on FX: Johnson vs McCall,Frank Gentile,Erick Silva,Charlie Brenneman,SUB,273.0,1.0,-5.08,-4.0,-5.08,-185.0,170.0,0.5,0.0,9.5,21.62,6.0,17.33,0.0,4.75,0.0,3.0,0.0,0.0,4.5,533.25
2012-06-08,UFC on FX: Johnson vs McCall,Frank Gentile,Henry Martinez,Bernardo Magalhaes,S-DEC,900.0,3.0,5.08,-3.0,-7.62,-230.0,210.0,0.0,0.0,169.0,68.0,67.0,28.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0
2012-06-08,UFC on FX: Johnson vs McCall,Chris Adams,Jake Hecht,Sean Pierson,U-DEC,900.0,3.0,0.0,-8.0,0.0,-155.0,145.0,0.0,0.25,26.0,127.25,17.5,49.0,0.5,1.75,0.0,0.33,0.0,0.33,8.0,120.0
2012-06-08,UFC on FX: Johnson vs McCall,Troy Waugh,Leonard Garcia,Matt Grice,U-DEC,900.0,3.0,-5.08,2.0,2.54,-125.0,115.0,0.5,0.19,248.97,29.94,38.0,21.8,1.72,0.75,0.33,0.8,0.5,0.2,33.5,83.56
2012-06-08,UFC on FX: Johnson vs McCall,Frank Gentile,Mike Pierce,Carlos Eduardo Rocha,U-DEC,900.0,3.0,5.08,1.0,0.0,-230.0,190.0,0.06,0.0,114.62,40.0,40.38,11.5,3.95,2.5,2.62,0.0,0.38,1.5,167.0,119.0
2012-06-08,UFC on FX: Johnson vs McCall,Chris Adams,Mike Pyle,Josh Neer,KO/TKO,296.0,1.0,-2.54,7.0,-5.08,-190.0,175.0,0.53,0.0,35.73,70.63,20.38,32.58,2.41,1.67,1.25,0.83,1.0,1.08,59.09,66.32
2012-06-08,UFC on FX: Johnson vs McCall,Chris Adams,Seth Baczynski,Lance Benoist,S-DEC,900.0,3.0,-10.16,7.0,-2.54,-105.0,-105.0,0.25,0.0,62.25,66.0,26.67,39.0,3.5,3.0,0.33,1.0,1.67,0.0,146.0,294.0
2012-06-08,UFC on FX: Johnson vs McCall,Chris Adams,Tim Means,Justin Salas,KO/TKO,66.0,1.0,-15.24,-2.0,-12.7,-130.0,120.0,0.0,0.0,170.0,111.0,83.0,50.0,0.0,15.0,0.0,4.0,0.0,0.0,59.0,254.0
2012-06-22,UFC on FX: Maynard vs Guida,Kevin Mulhall,Brian Ebersole,TJ Waldburger,U-DEC,900.0,3.0,-2.54,7.0,5.08,-230.0,190.0,0.25,0.0,40.75,11.62,24.67,11.75,8.0,2.5,2.0,2.5,0.33,2.5,414.75,137.38
2012-06-22,UFC on FX: Maynard vs Guida,Dan Miragliotta,Dan Miller,Ricardo Funch,SUB,792.0,3.0,-7.62,-1.0,5.08,-330.0,300.0,0.5,0.0,76.86,11.75,20.5,7.67,2.33,2.0,1.4,0.33,1.1,0.0,141.64,57.25
2012-06-22,UFC on FX: Maynard vs Guida,Dan Miragliotta,Gray Maynard,Clay Guida,S-DEC,1500.0,5.0,-5.08,3.0,0.0,-220.0,200.0,1.25,0.0,158.32,53.08,29.0,27.07,6.46,8.25,2.73,3.2,0.73,0.87,107.37,291.1
2012-06-22,UFC on FX: Maynard vs Guida,Yves Lavigne,Hatsu Hioki,Ricardo Lamas,U-DEC,900.0,3.0,-7.62,-2.0,2.54,-165.0,155.0,0.0,0.5,80.0,31.0,45.5,12.5,6.0,3.5,2.0,1.5,1.0,0.5,456.0,141.5
2012-06-22,UFC on FX: Maynard vs Guida,Gasper Oliver,Ken Stone,Dustin Pague,S-DEC,900.0,3.0,2.54,5.0,7.62,140.0,-150.0,0.0,0.0,27.0,9.5,12.5,4.5,1.0,0.5,1.0,0.5,0.5,0.5,75.5,77.5
2012-06-22,UFC on FX: Maynard vs Guida,Gasper Oliver,Matt Brown,Luis Ramos,KO/TKO,560.0,2.0,-10.16,0.0,-7.5,-155.0,145.0,0.27,0.0,67.52,7.0,29.08,4.0,7.69,0.0,1.17,0.0,1.25,0.0,289.24,0.0
2012-06-22,UFC on FX: Maynard vs Guida,Dan Miragliotta,Nick Catone,Chris Camozzi,KO/TKO,711.0,3.0,5.08,5.0,10.16,-210.0,190.0,0.0,0.0,69.31,91.69,28.2,41.2,7.44,2.25,3.0,0.0,0.6,0.6,345.25,114.44
2012-06-22,UFC on FX: Maynard vs Guida,Yves Lavigne,Ramsey Nijem,CJ Keith,KO/TKO,149.0,1.0,2.54,-1.0,-5.5,-150.0,140.0,0.0,,67.0,,35.5,,7.0,,4.0,,2.0,,382.0,
2012-06-22,UFC on FX: Maynard vs Guida,Dan Miragliotta,Rick Story,Brock Jardine,U-DEC,900.0,3.0,5.08,1.0,5.08,-370.0,330.0,0.03,,131.84,,43.0,,4.87,,2.67,,1.44,,151.28,
2012-06-22,UFC on FX: Maynard vs Guida,Yves Lavigne,Ross Pearson,Cub Swanson,KO/TKO,554.0,2.0,0.0,-1.0,2.54,-215.0,195.0,0.0,0.5,129.08,54.5,54.86,30.0,2.89,1.5,0.71,1.5,0.0,0.5,89.75,55.5
2012-06-22,UFC on FX: Maynard vs Guida,Kevin Mulhall,Sam Stout,Spencer Fisher,U-DEC,900.0,3.0,-5.08,-8.0,0.0,-355.0,320.0,0.33,0.01,162.4,66.61,55.42,35.75,0.32,1.07,0.17,0.56,0.08,0.62,25.19,30.55
2012-06-22,UFC on FX: Maynard vs Guida,Kevin Mulhall,Steven Siler,Joey Gambino,SUB,167.0,1.0,-10.16,2.0,0.2,110.0,-120.0,0.0,,177.0,,76.5,,3.5,,0.5,,1.5,,50.5,
2012-06-23,UFC 147: Silva vs Franklin 2,Mario Yamasaki,Anistavio Medeiros,Rodrigo Damm,SUB,132.0,1.0,2.54,-8.0,2.34,185.0,-200.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Herb Dean,Cezar Ferreira,Sergio Moraes,U-DEC,900.0,3.0,-2.54,-2.0,-15.24,-315.0,258.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Herb Dean,Delson Heleno,Francisco Trinaldo,KO/TKO,261.0,1.0,-5.08,1.0,-5.2,-120.0,110.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Herb Dean,Fabricio Werdum,Mike Russow,KO/TKO,148.0,1.0,-7.62,-1.0,-10.16,-475.0,420.0,0.0,0.12,84.44,36.0,36.2,17.5,1.25,9.0,0.4,4.25,0.0,0.5,62.31,461.38
2012-06-23,UFC 147: Silva vs Franklin 2,Marc Goddard,Felipe Arantes,Milton Vieira,,,,,,,,,0.0,,84.5,,,,0.0,,,,,,151.0,
2012-06-23,UFC 147: Silva vs Franklin 2,Marc Goddard,Godofredo Pepey,Rony Jason,U-DEC,900.0,3.0,0.0,-4.0,-7.62,240.0,-260.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Marc Goddard,Iuri Alcantara,Hacran Dias,U-DEC,900.0,3.0,-2.54,3.0,-5.08,-178.0,167.0,0.0,,94.5,,41.0,,3.0,,3.0,,1.0,,346.5,
2012-06-23,UFC 147: Silva vs Franklin 2,Marc Goddard,John Teixeira,Hugo Viana,S-DEC,900.0,3.0,-2.54,-4.0,-2.82,185.0,-200.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Herb Dean,Marcos Vinicius,Wagner Campos,KO/TKO,664.0,3.0,-7.62,2.0,-9.8,-260.0,240.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Mario Yamasaki,Thiago Perpetuo,Leonardo Mafra,KO/TKO,641.0,3.0,0.0,1.0,-2.54,-115.0,105.0,,,,,,,,,,,,,,
2012-06-23,UFC 147: Silva vs Franklin 2,Mario Yamasaki,Wanderlei Silva,Rich Franklin,U-DEC,1500.0,5.0,5.08,-2.0,2.54,125.0,-135.0,0.67,0.27,85.84,82.81,22.4,40.11,0.19,1.27,0.2,0.72,0.1,0.11,20.06,21.71
2012-07-07,UFC 148: Silva vs Sonnen 2,Yves Lavigne,Anderson Silva,Chael Sonnen,KO/TKO,415.0,2.0,-2.54,2.0,-7.62,-280.0,255.0,1.41,0.0,50.56,92.65,31.5,37.4,0.13,6.6,0.21,3.4,0.43,0.2,30.84,567.84
2012-07-07,UFC 148: Silva vs Sonnen 2,Steve Mazzagatti,Chad Mendes,Cody McKenzie,KO/TKO,31.0,1.0,15.24,3.0,15.24,-705.0,570.0,0.0,0.0,60.25,23.5,34.67,8.0,7.25,1.25,3.0,0.75,0.0,1.25,192.25,37.0
2012-07-07,UFC 148: Silva vs Sonnen 2,Steve Mazzagatti,Costas Philippou,Riki Fukuda,,,,2.54,1.0,0.0,-190.0,175.0,0.88,0.0,102.75,162.0,34.75,76.0,0.62,7.5,0.75,4.5,0.5,0.0,54.38,254.0
2012-07-07,UFC 148: Silva vs Sonnen 2,Josh Rosenthal,Cung Le,Patrick Cote,U-DEC,900.0,3.0,5.08,8.0,5.08,185.0,-200.0,0.0,0.05,81.0,32.71,32.0,20.55,1.0,0.93,0.0,0.36,0.0,0.18,0.0,43.08
2012-07-07,UFC 148: Silva vs Sonnen 2,Mario Yamasaki,Dong Hyun Kim,Demian Maia,KO/TKO,47.0,1.0,-2.54,-4.0,-10.16,-143.0,133.0,0.5,0.0,75.08,118.96,30.0,21.15,4.01,8.43,3.0,1.92,0.5,1.0,207.95,204.79
2012-07-07,UFC 148: Silva vs Sonnen 2,Steve Mazzagatti,Forrest Griffin,Tito Ortiz,U-DEC,900.0,3.0,0.0,-4.0,-7.62,-300.0,270.0,0.0,0.13,88.01,29.51,50.79,25.31,1.91,1.4,0.71,2.12,0.57,0.31,104.43,56.37
2012-07-07,UFC 148: Silva vs Sonnen 2,Mario Yamasaki,Gleison Tibau,Khabib Nurmagomedov,U-DEC,900.0,3.0,0.0,5.0,-2.54,-153.0,143.0,0.28,1.0,101.43,77.0,19.6,35.0,4.37,9.0,3.93,3.0,0.8,1.0,135.17,358.0
2012-07-07,UFC 148: Silva vs Sonnen 2,Josh Rosenthal,Ivan Menjivar,Mike Easton,U-DEC,900.0,3.0,0.0,2.0,15.24,-115.0,105.0,0.12,0.5,67.75,118.0,25.5,58.0,1.0,1.5,0.25,0.5,1.0,0.0,67.25,96.0
2012-07-07,UFC 148: Silva vs Sonnen 2,Josh Rosenthal,John Alessio,Shane Roller,U-DEC,900.0,3.0,0.0,1.0,0.0,140.0,-150.0,0.0,0.12,71.38,75.88,16.0,23.25,2.5,6.88,0.5,0.5,0.75,0.5,68.75,159.25
2012-07-07,UFC 148: Silva vs Sonnen 2,Yves Lavigne,Melvin Guillard,Fabricio Camoes,U-DEC,900.0,3.0,2.54,-4.0,12.7,-290.0,260.0,0.4,0.0,28.32,27.0,17.12,12.0,0.05,4.5,0.81,2.33,0.06,1.67,2.58,95.0
2012-07-07,UFC 148: Silva vs Sonnen 2,Mario Yamasaki,Rafaello Oliveira,Yoislandy Izquierdo,U-DEC,900.0,3.0,7.62,2.0,3.66,170.0,-185.0,0.0,0.0,98.44,64.0,27.2,36.0,3.88,2.0,2.0,0.0,0.8,0.0,100.94,16.0
2012-07-11,UFC on FUEL TV: Munoz vs Weidman,Marcos Rosales,Aaron Simpson,Kenny Robertson,U-DEC,900.0,3.0,-5.08,9.0,2.54,-330.0,300.0,1.01,0.0,95.99,36.0,42.0,12.0,6.56,0.0,2.78,0.0,0.33,0.0,224.08,13.0
2012-07-11,UFC on FUEL TV: Munoz vs Weidman,Jason McCoy,Chris Cariaso,Josh Ferguson,U-DEC,900.0,3.0,5.08,7.0,7.62,-355.0,295.0,0.0,0.0,93.0,58.0,50.0,34.0,2.25,1.0,0.75,0.0,0.25,0.0,153.12,299.0
2012-07-11,UFC on FUEL TV: Munoz vs Weidman,Josh Rosenthal,Damacio Page,Alex Caceres,SUB,387.0,2.0,10.16,5.0,17.78,110.0,-120.0,0.0,0.0,53.0,92.0,20.0,43.0,2.0,0.5,0.5,0.25,0.5,2.0,40.5,211.12
2012-07-11,UFC on FUEL TV: Munoz vs Weidman,Jason McCoy,James Te Huna,Joey Beltran,U-DEC,900.0,3.0,-2.54,0.0,0.0,-380.0,340.0,0.25,0.0,25.5,116.25,13.75,55.43,1.75,2.97,1.5,0.43,0.25,0.0,126.12,83.39
