r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
Lina Lansberg,Lucie Pudilova,2017-03-18,3,2017,FEMALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,0.0,2.54,13.0,5.08,-400.0,35.0,Orthodox,170.18,165.1,135.0,325.0,22.0,Orthodox,172.72,170.18,125.0,,,,
Marc Diakiese,Teemu Packalen,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,KO/TKO,Punch,1.0,30.0,False,Lightweight,3.0,0.0,7.62,-5.0,-2.54,-175.0,24.0,Orthodox,177.8,185.42,155.0,155.0,29.0,Orthodox,185.42,182.88,155.0,,,,
Chris Weidman,Gegard Mousasi,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,KO/TKO,Knee,2.0,493.0,False,Middleweight,3.0,0.0,0.0,1.0,-5.08,-105.0,32.0,Orthodox,187.96,198.12,185.0,-115.0,31.0,Orthodox,187.96,193.04,185.0,4.0,,5.0,
Cynthia Calvillo,Pearl Gonzalez,2017-04-08,4,2017,FEMALE,"Buffalo, New York, USA",Buffalo,New York,USA,SUB,Rear Naked Choke,3.0,825.0,False,Women's Strawweight,3.0,0.0,0.0,-1.0,10.16,-280.0,29.0,Orthodox,162.56,162.56,115.0,240.0,30.0,Orthodox,162.56,172.72,115.0,,,,
Daniel Cormier,Anthony Johnson,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,SUB,Rear Naked Choke,2.0,517.0,True,Light Heavyweight,5.0,0.0,7.62,5.0,15.24,120.0,38.0,Orthodox,180.34,182.88,235.0,-140.0,33.0,Orthodox,187.96,198.12,205.0,0.0,3.0,1.0,
Gregor Gillespie,Andrew Holbrook,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,KO/TKO,Punch,1.0,21.0,False,Lightweight,3.0,0.0,10.16,-1.0,-2.54,-290.0,30.0,Orthodox,170.18,180.34,155.0,245.0,31.0,Southpaw,180.34,177.8,155.0,,,,
Jenel Lausa,Magomed Bibulatov,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,U-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,0.0,0.0,-7.62,470.0,28.0,Orthodox,165.1,172.72,125.0,-640.0,28.0,Orthodox,165.1,165.1,125.0,,,,
Josh Emmett,Desmond Green,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,10.16,5.0,7.62,-200.0,32.0,Orthodox,167.64,177.8,145.0,170.0,27.0,Southpaw,177.8,185.42,155.0,,,,
Kamaru Usman,Sean Strickland,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,3.0,0.0,-290.0,29.0,Switch,182.88,193.04,170.0,245.0,26.0,Orthodox,185.42,193.04,170.0,11.0,,,
Katlyn Chookagian,Irene Aldana,2017-04-08,4,2017,FEMALE,"Buffalo, New York, USA",Buffalo,New York,USA,S-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,0.0,0.0,-1.0,0.0,-135.0,28.0,Orthodox,175.26,172.72,125.0,115.0,29.0,Orthodox,175.26,172.72,135.0,,,,
Myles Jury,Mike de la Torre,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,KO/TKO,Punches,1.0,210.0,False,Featherweight,3.0,0.0,2.54,-2.0,-5.08,-450.0,28.0,Orthodox,177.8,185.42,145.0,360.0,30.0,Orthodox,180.34,180.34,145.0,,,,
Patrick Cummins,Jan Blachowicz,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,0.0,2.0,5.08,-105.0,36.0,Orthodox,187.96,193.04,205.0,-115.0,34.0,Orthodox,187.96,198.12,205.0,12.0,,12.0,
Shane Burgos,Charles Rosa,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,KO/TKO,Punch,3.0,719.0,False,Featherweight,3.0,0.0,-5.08,-4.0,-15.24,-255.0,26.0,Orthodox,180.34,190.5,145.0,215.0,30.0,Switch,175.26,175.26,145.0,,,,
Thiago Alves,Patrick Cote,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,5.08,-4.0,2.54,110.0,33.0,Orthodox,175.26,177.8,170.0,-130.0,37.0,Orthodox,180.34,180.34,170.0,,,,
Will Brooks,Charles Oliveira,2017-04-08,4,2017,MALE,"Buffalo, New York, USA",Buffalo,New York,USA,SUB,Rear Naked Choke,1.0,150.0,False,Lightweight,3.0,0.0,0.0,3.0,5.08,-220.0,30.0,Orthodox,177.8,182.88,155.0,180.0,27.0,Orthodox,177.8,187.96,155.0,,,,
Alexander Volkov,Roy Nelson,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,-17.78,-12.0,-20.32,-155.0,28.0,Orthodox,200.66,203.2,250.0,135.0,40.0,Orthodox,182.88,182.88,263.0,11.0,,,
Aljamain Sterling,Augusto Mendes,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-2.54,-7.0,-15.24,-400.0,27.0,Orthodox,170.18,180.34,135.0,325.0,34.0,Orthodox,167.64,165.1,135.0,8.0,,,
Anthony Smith,Andrew Sanchez,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,KO/TKO,Kick,3.0,832.0,False,Middleweight,3.0,0.0,-7.62,-1.0,-5.08,270.0,28.0,Orthodox,193.04,193.04,205.0,-330.0,29.0,Orthodox,185.42,187.96,185.0,,,,
Ashlee Evans-Smith,Ketlen Vieira,2017-04-15,4,2017,FEMALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,U-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,0.0,0.0,4.0,2.54,-165.0,29.0,Orthodox,172.72,170.18,125.0,145.0,25.0,Orthodox,172.72,172.72,135.0,13.0,,,
Bobby Green,Rashid Magomedov,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,-2.0,-2.54,270.0,30.0,Orthodox,177.8,180.34,155.0,-330.0,32.0,Orthodox,175.26,177.8,155.0,,,,
Demetrious Johnson,Wilson Reis,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,SUB,Armbar,3.0,889.0,True,Flyweight,5.0,0.0,2.54,-2.0,-2.54,-1100.0,30.0,Orthodox,160.02,167.64,125.0,700.0,32.0,Southpaw,162.56,165.1,125.0,0.0,1.0,3.0,
Devin Clark,Jake Collier,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,7.62,-1.0,7.62,-140.0,27.0,Orthodox,182.88,190.5,205.0,120.0,28.0,Orthodox,190.5,198.12,205.0,,,,
Jacare Souza,Robert Whittaker,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,KO/TKO,Kick,2.0,508.0,False,Middleweight,3.0,0.0,-2.54,11.0,2.54,-265.0,37.0,Orthodox,185.42,182.88,185.0,225.0,26.0,Orthodox,182.88,185.42,185.0,,,6.0,
Jeremy Stephens,Renato Moicano,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,S-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,7.62,3.0,2.54,-170.0,30.0,Orthodox,172.72,180.34,145.0,150.0,27.0,Orthodox,180.34,182.88,145.0,5.0,,,
Louis Smolka,Tim Elliott,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,U-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,-5.08,-5.0,-5.08,160.0,25.0,Orthodox,175.26,172.72,135.0,-185.0,30.0,Southpaw,170.18,167.64,135.0,12.0,,9.0,
Patrick Williams,Tom Duquesnoy,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,KO/TKO,Elbows,2.0,328.0,False,Bantamweight,3.0,0.0,-2.54,12.0,-12.7,650.0,35.0,Orthodox,172.72,185.42,135.0,-1000.0,23.0,Orthodox,170.18,172.72,135.0,,,,
Rose Namajunas,Michelle Waterson,2017-04-15,4,2017,FEMALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,SUB,Rear Naked Choke,2.0,467.0,False,Women's Strawweight,3.0,0.0,-5.08,-7.0,-7.62,110.0,24.0,Orthodox,165.1,165.1,115.0,-130.0,31.0,Orthodox,160.02,157.48,115.0,4.0,,6.0,
Zak Cummings,Nathan Coy,2017-04-15,4,2017,MALE,"Kansas City, Missouri, USA",Kansas City,Missouri,USA,SUB,Guillotine Choke,1.0,261.0,False,Welterweight,3.0,0.0,-5.08,-6.0,-15.24,-550.0,32.0,Southpaw,182.88,190.5,185.0,425.0,38.0,Southpaw,177.8,175.26,170.0,,,,
Al Iaquinta,Diego Sanchez,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,KO/TKO,Punch,1.0,98.0,False,Lightweight,3.0,0.0,0.0,-6.0,5.08,-420.0,29.0,Orthodox,177.8,177.8,155.0,335.0,35.0,Southpaw,177.8,182.88,170.0,14.0,,,
Alexis Davis,Cindy Dandois,2017-04-22,4,2017,FEMALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,0.0,2.54,0.0,0.0,-290.0,32.0,Orthodox,167.64,172.72,125.0,245.0,32.0,Orthodox,170.18,172.72,135.0,10.0,,,
Bryan Barberena,Joe Proctor,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,KO/TKO,Punch,1.0,210.0,False,Welterweight,3.0,0.0,-5.08,-4.0,0.0,-330.0,27.0,Southpaw,182.88,182.88,170.0,270.0,31.0,Orthodox,177.8,182.88,155.0,,,,
Cub Swanson,Artem Lobov,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,5.0,1500.0,False,Featherweight,5.0,0.0,2.54,3.0,-12.7,-600.0,33.0,Orthodox,172.72,177.8,145.0,450.0,30.0,Southpaw,175.26,165.1,145.0,4.0,,,
Dustin Ortiz,Brandon Moreno,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,SUB,Rear Naked Choke,2.0,546.0,False,Flyweight,3.0,0.0,5.08,5.0,12.7,-120.0,28.0,Orthodox,165.1,165.1,125.0,100.0,23.0,Orthodox,170.18,177.8,125.0,9.0,,10.0,
Hector Sandoval,Matt Schnell,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,KO/TKO,Punch,1.0,264.0,False,Flyweight,3.0,0.0,15.24,3.0,15.24,130.0,30.0,Orthodox,157.48,162.56,125.0,-150.0,27.0,Orthodox,172.72,177.8,135.0,,,,
Jake Ellenberger,Mike Perry,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,KO/TKO,Elbow,2.0,365.0,False,Welterweight,3.0,0.0,2.54,7.0,0.0,105.0,32.0,Orthodox,175.26,180.34,170.0,-125.0,25.0,Orthodox,177.8,180.34,170.0,13.0,,,
Jessica Penne,Danielle Taylor,2017-04-22,4,2017,FEMALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,-12.7,7.0,-17.78,-110.0,34.0,Orthodox,165.1,170.18,115.0,-110.0,27.0,Orthodox,152.4,152.4,115.0,14.0,,,
Joe Lauzon,Stevie Ray,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,M-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,5.0,-2.54,145.0,32.0,Orthodox,177.8,180.34,155.0,-165.0,27.0,Southpaw,177.8,177.8,155.0,,,,
John Dodson,Eddie Wineland,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,10.16,0.0,7.62,-400.0,32.0,Orthodox,160.02,167.64,135.0,325.0,32.0,Orthodox,170.18,175.26,135.0,7.0,,10.0,
Ovince Saint Preux,Marcos Rogerio de Lima,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,SUB,Other - Choke,2.0,431.0,False,Light Heavyweight,3.0,0.0,-5.08,3.0,-12.7,-160.0,34.0,Southpaw,190.5,203.2,205.0,140.0,31.0,Orthodox,185.42,190.5,253.0,8.0,,,
Scott Holtzman,Michael McBride,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,10.16,2.0,15.24,-280.0,33.0,Orthodox,175.26,175.26,155.0,240.0,31.0,Orthodox,185.42,190.5,155.0,,,,
Thales Leites,Sam Alvey,2017-04-22,4,2017,MALE,"Nashville, Tennessee, USA",Nashville,Tennessee,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,2.54,5.0,-7.62,-125.0,35.0,Orthodox,185.42,198.12,185.0,105.0,30.0,Southpaw,187.96,190.5,205.0,11.0,,13.0,
Chas Skelly,Jason Knight,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,KO/TKO,Punch,3.0,639.0,False,Featherweight,3.0,0.0,-2.54,8.0,-2.54,-110.0,32.0,Orthodox,180.34,182.88,145.0,-110.0,24.0,Orthodox,177.8,180.34,145.0,,,,
Chase Sherman,Rashad Coulter,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,KO/TKO,Elbow,2.0,516.0,False,Heavyweight,3.0,0.0,-12.7,-8.0,-5.08,-110.0,27.0,Orthodox,193.04,198.12,250.0,-110.0,35.0,Orthodox,180.34,193.04,205.0,,,,
Demian Maia,Jorge Masvidal,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-5.08,7.0,5.08,-115.0,39.0,Southpaw,185.42,182.88,170.0,-105.0,32.0,Orthodox,180.34,187.96,170.0,3.0,,5.0,
Frankie Edgar,Yair Rodriguez,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,KO/TKO,,2.0,600.0,False,Featherweight,3.0,0.0,12.7,11.0,7.62,-140.0,35.0,Orthodox,167.64,172.72,145.0,120.0,24.0,Orthodox,180.34,180.34,145.0,2.0,,7.0,
Gabriel Benitez,Enrique Barzola,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,-2.54,0.0,-2.54,-135.0,28.0,Southpaw,172.72,180.34,145.0,115.0,28.0,Switch,170.18,177.8,145.0,,,,
James Vick,Polo Reyes,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,,,,,False,Lightweight,3.0,0.0,-10.16,-2.0,-12.7,-355.0,30.0,Orthodox,190.5,193.04,155.0,320.0,32.0,Orthodox,180.34,180.34,155.0,,,,
Jessica Aguilar,Cortney Casey,2017-05-13,5,2017,FEMALE,"Dallas, Texas, USA",Dallas,Texas,USA,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,10.16,5.0,10.16,140.0,35.0,Orthodox,160.02,160.02,115.0,-160.0,30.0,Orthodox,170.18,170.18,115.0,12.0,,,
Joachim Christensen,Gadzhimurad Antigulov,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,SUB,Rear Naked Choke,1.0,141.0,False,Light Heavyweight,3.0,0.0,-10.16,8.0,-15.24,315.0,38.0,Orthodox,190.5,193.04,205.0,-380.0,30.0,Orthodox,180.34,177.8,205.0,,,,
Joanna Jedrzejczyk,Jessica Andrade,2017-05-13,5,2017,FEMALE,"Dallas, Texas, USA",Dallas,Texas,USA,U-DEC,,5.0,1500.0,True,Women's Strawweight,5.0,0.0,-12.7,4.0,-7.62,-190.0,29.0,Orthodox,167.64,165.1,125.0,165.0,25.0,Orthodox,154.94,157.48,115.0,0.0,7.0,3.0,
Krzysztof Jotko,David Branch,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,-8.0,2.54,-170.0,27.0,Southpaw,185.42,195.58,185.0,150.0,35.0,Orthodox,185.42,198.12,185.0,9.0,,,
Stipe Miocic,Junior Dos Santos,2017-05-13,5,2017,MALE,"Dallas, Texas, USA",Dallas,Texas,USA,KO/TKO,Punch,1.0,142.0,True,Heavyweight,5.0,0.0,0.0,1.0,-7.62,-165.0,34.0,Orthodox,193.04,203.2,240.0,145.0,33.0,Orthodox,193.04,195.58,238.0,0.0,6.0,4.0,
Abdul Razak Alhassan,Omari Akhmedov,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,S-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,5.08,2.0,0.0,-275.0,31.0,Orthodox,177.8,185.42,170.0,235.0,29.0,Orthodox,182.88,185.42,185.0,,,,
Alexander Gustafsson,Glover Teixeira,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punches,5.0,1267.0,False,Light Heavyweight,5.0,0.0,-7.62,-7.0,-7.62,-300.0,30.0,Orthodox,195.58,200.66,205.0,250.0,37.0,Orthodox,187.96,193.04,205.0,1.0,,2.0,
Darren Till,Jessin Ayari,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,0.0,0.0,-2.54,-275.0,24.0,Southpaw,182.88,187.96,170.0,235.0,24.0,Orthodox,182.88,185.42,155.0,,,,
Jack Hermansson,Alex Nicholson,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punches,1.0,120.0,False,Middleweight,3.0,0.0,7.62,1.0,10.16,-165.0,28.0,Orthodox,185.42,195.58,185.0,145.0,27.0,Orthodox,193.04,205.74,185.0,,,,
Marcin Held,Damir Hadzovic,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Knee,3.0,607.0,False,Lightweight,3.0,0.0,0.0,-5.0,-2.54,-290.0,25.0,Orthodox,175.26,180.34,155.0,245.0,30.0,Orthodox,175.26,177.8,155.0,,,,
Nico Musoke,Bojan Velickovic,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,,,,,False,Welterweight,3.0,0.0,0.0,3.0,2.54,-130.0,31.0,Orthodox,182.88,190.5,170.0,110.0,28.0,Southpaw,182.88,193.04,170.0,,,,
Oliver Enkamp,Nordine Taleb,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,2.54,-10.0,-7.62,275.0,25.0,Switch,182.88,195.58,170.0,-335.0,35.0,Orthodox,185.42,187.96,170.0,,,,
Pedro Munhoz,Damian Stasiak,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-2.54,3.0,12.7,-670.0,30.0,Orthodox,167.64,165.1,135.0,485.0,27.0,Orthodox,165.1,177.8,135.0,12.0,,,
Peter Sobotta,Ben Saunders,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Knee,2.0,449.0,False,Welterweight,3.0,0.0,5.08,-4.0,5.08,-135.0,30.0,Southpaw,182.88,190.5,170.0,115.0,34.0,Orthodox,187.96,195.58,170.0,,,,
Reza Madadi,Joaquim Silva,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-7.62,10.0,-7.62,135.0,38.0,Orthodox,180.34,182.88,155.0,-155.0,28.0,Orthodox,172.72,175.26,155.0,,,,
Trevor Smith,Chris Camozzi,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-2.54,6.0,2.54,130.0,36.0,Orthodox,190.5,190.5,185.0,-150.0,30.0,Orthodox,187.96,193.04,185.0,,,,
Volkan Oezdemir,Misha Cirkunov,2017-05-28,5,2017,MALE,"Stockholm, Sweden",Stockholm,,Sweden,KO/TKO,Punch,1.0,28.0,False,Light Heavyweight,3.0,0.0,2.54,-3.0,5.08,375.0,27.0,Orthodox,187.96,190.5,205.0,-470.0,30.0,Orthodox,190.5,195.58,205.0,5.0,,7.0,
Claudia Gadelha,Karolina Kowalkiewicz,2017-06-03,6,2017,FEMALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,SUB,Rear Naked Choke,1.0,183.0,False,Women's Strawweight,3.0,0.0,-2.54,-3.0,2.54,-280.0,28.0,Orthodox,162.56,160.02,115.0,240.0,31.0,Orthodox,160.02,162.56,115.0,1.0,,2.0,
Erick Silva,Yancy Medeiros,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punch,2.0,421.0,False,Welterweight,3.0,0.0,-5.08,3.0,2.54,120.0,32.0,Orthodox,182.88,187.96,170.0,-140.0,29.0,Orthodox,177.8,190.5,155.0,,,,
Iuri Alcantara,Brian Kelleher,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,SUB,Guillotine Choke,1.0,108.0,False,Bantamweight,3.0,0.0,-7.62,6.0,-12.7,-380.0,36.0,Southpaw,175.26,180.34,135.0,315.0,30.0,Switch,167.64,167.64,135.0,13.0,,,
Johnny Eduardo,Matthew Lopez,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,1.0,177.0,False,Bantamweight,3.0,0.0,0.0,8.0,-5.08,-110.0,38.0,Orthodox,170.18,180.34,135.0,-110.0,30.0,Southpaw,170.18,175.26,135.0,10.0,,,
Jose Aldo,Max Holloway,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,3.0,853.0,True,Featherweight,5.0,0.0,10.16,5.0,-2.54,-145.0,30.0,Orthodox,170.18,177.8,145.0,125.0,25.0,Orthodox,180.34,175.26,155.0,0.0,4.0,1.0,12.0
Luan Chagas,Jimmy Wallhead,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,,,,,False,Welterweight,3.0,0.0,-5.08,-10.0,-5.08,-260.0,23.0,Orthodox,182.88,190.5,170.0,220.0,33.0,Orthodox,177.8,185.42,170.0,,,,
Paulo Costa,Oluwale Bamgbose,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,KO/TKO,Punches,2.0,366.0,False,Middleweight,3.0,0.0,-5.08,-3.0,15.24,-265.0,26.0,Orthodox,185.42,182.88,185.0,225.0,29.0,Switch,180.34,198.12,185.0,,,,
Raphael Assuncao,Marlon Moraes,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,2.54,5.0,2.54,220.0,34.0,Orthodox,165.1,167.64,135.0,-260.0,29.0,Orthodox,167.64,170.18,135.0,3.0,,,
Vitor Belfort,Nate Marquardt,2017-06-03,6,2017,MALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,2.0,0.0,-180.0,40.0,Southpaw,182.88,187.96,185.0,158.0,38.0,Orthodox,182.88,187.96,185.0,11.0,,,
Viviane Pereira,Jamie Moyle,2017-06-03,6,2017,FEMALE,"Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,Rio de Janeiro,Brazil,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,0.0,-5.0,5.08,-180.0,23.0,Orthodox,154.94,160.02,115.0,158.0,28.0,Orthodox,154.94,165.1,115.0,,,,
Alexander Volkanovski,Mizuto Hirota,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,2.54,-8.0,-10.16,-580.0,28.0,Orthodox,167.64,180.34,145.0,440.0,36.0,Orthodox,170.18,170.18,155.0,,,,
Damien Brown,Vinc Pichel,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,KO/TKO,Punch,1.0,217.0,False,Lightweight,3.0,0.0,0.0,-2.0,10.16,105.0,32.0,Orthodox,177.8,172.72,155.0,-125.0,34.0,Orthodox,177.8,182.88,155.0,,,,
Dan Hooker,Ross Pearson,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,KO/TKO,Knee,2.0,482.0,False,Lightweight,3.0,0.0,-10.16,-5.0,-15.24,-145.0,27.0,Switch,182.88,190.5,155.0,125.0,32.0,Orthodox,172.72,175.26,155.0,,,,
Derek Brunson,Daniel Kelly,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,KO/TKO,Punch,1.0,76.0,False,Middleweight,3.0,0.0,-2.54,-6.0,-17.78,-250.0,33.0,Southpaw,185.42,195.58,185.0,210.0,39.0,Southpaw,182.88,177.8,185.0,8.0,,15.0,
Derrick Lewis,Mark Hunt,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,KO/TKO,Punches,4.0,1131.0,False,Heavyweight,5.0,0.0,-12.7,-11.0,-17.78,-150.0,32.0,Orthodox,190.5,200.66,260.0,130.0,43.0,Orthodox,177.8,182.88,265.0,6.0,,7.0,
Ion Cutelaba,Henrique da Silva,2017-06-10,6,2017,MALE,"Auckland, New Zealand",Auckland,,New Zealand,KO/TKO,Punch,1.0,22.0,False,Light Heavyweight,3.0,0.0,5.08,-4.0,2.54,-305.0,23.0,Southpaw,185.42,190.5,205.0,275.0,27.0,Orthodox,190.5,193.04,205.0,,,,
JJ Aldrich,Chanmi Jeon,2017-06-10,6,2017,FEMALE,"Auckland, New Zealand",Auckland,,New Zealand,,,,,False,Women's Strawweight,3.0,0.0,0.0,5.0,0.0,-200.0,24.0,Southpaw,165.1,170.18,125.0,170.0,19.0,Orthodox,165.1,170.18,115.0,,,,
